序号,Key,Title,run1,run2,run3,一致,一致度,多数标签
,SFC8ABM6,An Open-Source Restraint System for Magnetic Resonance Imaging in Awake Rats.,exclude,exclude,exclude,True,1.0,exclude
,DDDBP7D4,Text-Guided Inpainting for Aesthetic Prediction in Orthofacial Surgery: A Patient-Centered AI Approach.,unsure,unsure,unsure,True,1.0,unsure
,JB6FVHV7,Age-related changes in the parotid gland: a computed tomography-based radiomics study.,unsure,unsure,unsure,True,1.0,unsure
,26HSVAMX,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,unsure,unsure,unsure,True,1.0,unsure
,WHLJAU7A,Inertial Measurements for Tongue Motion Tracking Based on Magnetic Localization with Orientation Compensation.,exclude,exclude,exclude,True,1.0,exclude
,7LAYD684,Efficacy and safety of low-concentration whitestrips for extrinsic tooth discoloration: a randomized controlled trial.,exclude,exclude,exclude,True,1.0,exclude
,5RKTEJM6,"Evaluation of Surface Characteristics, Accuracy, and Dimensional Stability of Tooth Preparation Dies Fabricated by Conventional Gypsum and 3D-Printed  Workflows.",unsure,unsure,unsure,True,1.0,unsure
,HTLVPQ66,Digitally manufactured partial coverage restorations: is it time to down the impression trays or still a work in progress?,exclude,exclude,exclude,True,1.0,exclude
,K29EGFHP,Enhanced functional mitochondrial donation through glucose-responsive antioxidant microcarrier-engineered native-like MSCs accelerates diabetic wound healing.,exclude,exclude,exclude,True,1.0,exclude
,ABPXSFID,Environmental impacts from conventional and digital dental crown fabrication workflows: A comparative life cycle assessment.,exclude,exclude,exclude,True,1.0,exclude
,G6977KXR,Influence of Framework Material and Posterior Implant Angulation in Full-Arch All-on-4 Implant-Supported Prosthesis Stress Concentration.,include,unsure,unsure,False,0.6666666666666666,unsure
,YCBI9HI4,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,include,include,include,True,1.0,include
,TSGU9522,3D printing combined with thermally induced phase separation for engineering hierarchical osteogenic PLA scaffolds.,exclude,exclude,exclude,True,1.0,exclude
,G57LYVRA,Enhancing facial feature de-identification in multiframe brain images: A generative adversarial network approach.,exclude,exclude,exclude,True,1.0,exclude
,SCQPUB64,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,unsure,unsure,unsure,True,1.0,unsure
,BRBZAMYJ,Predictive modelling of metabolic syndrome in Ghanaian diabetic patients: an ensemble machine learning approach.,exclude,exclude,exclude,True,1.0,exclude
,7P53GXNZ,Is a standardised severity index needed in unicoronal craniosynostosis? Challenges in developing an objective metric.,unsure,unsure,unsure,True,1.0,unsure
,SY9W9NT6,Fractional flow reserve measurement using dynamic CT perfusion imaging in patients with coronary artery disease.,exclude,exclude,exclude,True,1.0,exclude
,Q7HRL8QA,Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 different intraoral scanners.,unsure,unsure,unsure,True,1.0,unsure
,38T2278K,How the geometry of the scan body affects the accuracy of digital impressions in implant supported prosthesis. In vitro study.,unsure,unsure,unsure,True,1.0,unsure
,QFUV2EYX,PVA-based formulations as a design-technology platform for orally disintegrating film matrices.,exclude,exclude,exclude,True,1.0,exclude
,423YFK2F,Evaluation of the Trueness and Precision of a Simplified Method for Transferring the Relationship of the Maxillary Plane and Transverse Hinge Axis to Virtual  Articulators.,unsure,unsure,unsure,True,1.0,unsure
,2J7DVNUC,Mesenchymal stromal cells-loaded 3D radially aligned composite scaffold with potentiated paracrine signaling for sequential bone regeneration.,exclude,exclude,exclude,True,1.0,exclude
,ID72PB6W,Point-annotation supervision for robust 3D pulmonary infection segmentation by CT-based cascading deep learning.,exclude,exclude,exclude,True,1.0,exclude
,52UZVT8F,Development of Motion Detection Algorithm Using 3d Sensors for Patient Monitoring Support Service System.,exclude,exclude,exclude,True,1.0,exclude
,TN696GPL,"Transfer Accuracy in Digital Indirect Bonding: A Methodological Umbrella Review of Definitions, Measurement Frameworks, and Evidence Synthesis.",exclude,exclude,exclude,True,1.0,exclude
,429UEHTD,Soft Tissue Response and Determination of Underlying Risk Drivers for Recession and Mucositis after AMSJI Implantation in the Maxilla.,unsure,unsure,unsure,True,1.0,unsure
,729M6XAF,Can monolithic zirconia frameworks in implant-supported cross-arch prostheses deliver reliable long-term outcomes?,exclude,exclude,exclude,True,1.0,exclude
,7YN5KX6Y,"The preparation, properties, and applications of polyphenol hydrogels for the treatment of oral diseases: A comprehensive overview.",exclude,exclude,exclude,True,1.0,exclude
,RK8ATZV8,Mechanical Performance and Fracture Behavior of Fixed Dental Prostheses Under Bending Loads: An In Vitro Comparative Study.,unsure,unsure,unsure,True,1.0,unsure
,W8LMAKKZ,Investigation of Different Miniscrew Head Designs by Finite Element Analysis.,include,include,include,True,1.0,include
,IK2JU9J4,Four-dimensional imaging in teleorthodontics - analysis of accuracy in patients with dentofacial deformities compared with controls.,unsure,unsure,unsure,True,1.0,unsure
,MAQ97ENE,Piezoelectricity Promotes 3D-Printed BTO/β-TCP Composite Scaffolds with Excellent Osteogenic Performance.,exclude,exclude,exclude,True,1.0,exclude
,IU5UYIMU,Mechanical and Time-Dependent Stability of K18-IBOA-Modified 3D-Printed Denture Base Resins.,unsure,unsure,unsure,True,1.0,unsure
,D9GBJMLJ,Tissue-engineered Maxillofacial Skeletal Defect Reconstruction by 3D Printed Beta-tricalcium phosphate Scaffold Tethered with Growth Factors and Fibrin Glue  Implanted Autologous Bone Marrow-Derived Mesenchymal Stem Cells.,unsure,unsure,unsure,True,1.0,unsure
,SW2VBSEU,Facial asymmetry in syndromic craniosynostosis patients undergoing midface surgery compared to a large general population.,unsure,unsure,unsure,True,1.0,unsure
,N7MWTYBZ,Effect of heat-treatment duration on accuracy of castable resin patterns for denture frameworks fabricated by digital light processing in the vacuum-sealed  method: An in vitro study.,unsure,unsure,unsure,True,1.0,unsure
,32DJ6HUZ,Profiling Gingival Inflammation in a 3D Oral Tissue Model Reveals Early Features of Disease Progression.,exclude,exclude,exclude,True,1.0,exclude
,LC2F3NZR,Digital Accuracy of Closed-Tray Implant Impressions: Influence of Polyvinyl Siloxane Viscosity and Subgingival Posterior Implant Angulation.,include,include,include,True,1.0,include
,6A72YUEN,The effect of framework fabrication technique on the fit accuracy of full arch screw retained implant supported prostheses.,unsure,unsure,unsure,True,1.0,unsure
,5H3UUD33,Stain color translation of multi-domain OSCC histopathology images using attention gated cGAN.,exclude,exclude,exclude,True,1.0,exclude
,H3WTZHNB,"""Smart"" Nerves Sprout and Assemble in an Extracellular Matrix-Based 3D Nerve-in-a-Chip Microfluidic Model.",exclude,exclude,exclude,True,1.0,exclude
,4SMAJFLQ,Degradation-tunable coating with sustained silver release for spinal implants to prevent postoperative infections.,exclude,exclude,exclude,True,1.0,exclude
,D5YUNUHV,Accuracy of Impression Techniques with Maxillary Angled Implants Using Trays and Multifunctional Guides.,unsure,unsure,unsure,True,1.0,unsure
,5SZDL77P,The Esthetic Biological Contour (EBC) Concept 2.0: How to Manage Each Zone of the Implant Restoration Emergence Profile.,unsure,unsure,unsure,True,1.0,unsure
,X9BII49A,Pulse-gated noncontrast thoracic magnetic resonance angiography for acute aortic dissection with transient ischemic attack: A case report.,exclude,exclude,exclude,True,1.0,exclude
,EQH4FGIN,Synthesizing Audio from Tongue Motion During Speech Using Tagged MRI Via Transformer.,exclude,exclude,exclude,True,1.0,exclude
,7ECMK5KU,Performance of Rigid and Soft Transfer Templates Using Viscous and Fluid Resin-Based Composites in the Attachment Bonding Process of Clear Aligners.,unsure,unsure,unsure,True,1.0,unsure
,QHVZQG93,Use of continuous glucose monitoring to stratify individuals without diabetes.,exclude,exclude,exclude,True,1.0,exclude
,WUGG7RGX,Accuracy of digital and conventional implant-level impression techniques for maxillary full-arch screw-retained prosthesis: A crossover randomized trial.,include,include,include,True,1.0,include
,MCQD28AU,"Intraoral, Extraoral, and Navigation Photogrammetry Trueness for Complete-Arch Digital Implant Impression: A Comparative Study.",unsure,unsure,unsure,True,1.0,unsure
,U5MCISR3,Speech Motion Anomaly Detection via Cross-Modal Translation of 4D Motion Fields from Tagged MRI.,exclude,exclude,exclude,True,1.0,exclude
,9SDX4TPK,Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prostheses: An in vitro comparative study.,include,include,include,True,1.0,include
,D9VA66QG,Reliability of Comprehensive Facial Soft Tissue Landmark Detection and Analysis Using Frontal View Photographs.,unsure,unsure,unsure,True,1.0,unsure
,XB4GLBKZ,Role of three-dimensional computed tomography with humeral subtraction in assessing anteromedial facet coronoid fractures.,exclude,exclude,exclude,True,1.0,exclude
,2Y9I2C6I,Intaglio Surface Adaptation of Removable Partial Denture Framework Fabricated by Various Data Acquisition Techniques and Fabrication Approaches.,unsure,unsure,unsure,True,1.0,unsure
,RLWAFKS8,Accuracy of digital versus conventional implant impressions in partially dentate patients: A systematic review and meta-analysis.,exclude,exclude,exclude,True,1.0,exclude
,3CXKDYKU,Introduce a rotational robust optimization framework for spot-scanning proton arc (SPArc) therapy.,exclude,exclude,exclude,True,1.0,exclude
,GN696GRG,An automatic facial landmarking for children with rare diseases.,exclude,exclude,exclude,True,1.0,exclude
,VP3HU636,Analysis of healthy glenohumeral arthrokinematics using four-dimensional computed tomography throughout internal rotation and forward elevation.,exclude,exclude,exclude,True,1.0,exclude
,3SRFQXMZ,"Quantitative and qualitative evaluation of precision in dental 3D facial scanning across handheld, fixed multicamera, and smartphone depth-sensing systems.",include,include,include,True,1.0,include
,U9KD2NIL,Spatiotemporally programming the immune-osteogenic cascade with a dual-immunomodulatory scaffold for functional bone regeneration.,exclude,exclude,exclude,True,1.0,exclude
,BTIQEUJ7,Assessment of Maxillary Sinus Variations Post-LeFort: A Systematic Review.,exclude,exclude,exclude,True,1.0,exclude
,96RWRVSA,Enhanced Osteogenic Differentiation of hMSCs Using BMP@ZIF-8-Loaded GelMA Nanocomposite Hydrogels with Controlled BMP-2 Release.,exclude,exclude,exclude,True,1.0,exclude
,K6IJXMXU,Exploring the potential applications of intraoral scanners in the treatment of cleft lip and palate deformity-A scoping review of literature.,exclude,exclude,exclude,True,1.0,exclude
,NPSWWC9K,Mapping the Response of Human Osteocytes in Native Matrix to Mechanical Loading Using RNA Sequencing.,exclude,exclude,exclude,True,1.0,exclude
,HTUE3J8F,A Comparison of Full Arch Trueness and Precision of Nine Intra-Oral Digital Scanners and Four Lab Digital Scanners.,include,include,include,True,1.0,include
,AWENP9BQ,Integrating Bioavailability Enhancers with Beta-Sitosterol for Optimized Therapeutic Index: A Mechanistic Insight.,exclude,exclude,exclude,True,1.0,exclude
,UYLQDFMZ,Correlation of sectoral choroidal vascularity with angiographic leakage in central serous chorioretinopathy.,exclude,exclude,exclude,True,1.0,exclude
,5EL4JQ4B,Development of biodegradable methacrylated guar gum 3D bioprinting bioinks for stem cell delivery and cartilage tissue engineering.,exclude,exclude,exclude,True,1.0,exclude
,4PQG6Z6K,Unsupervised clustering of single-lead electrocardiograms associates with prevalent and incident heart failure in coronary artery disease.,exclude,exclude,exclude,True,1.0,exclude
,2SQISMYK,Three-dimensional simultaneous T1 and T2* relaxation times and quantitative susceptibility mapping at 3?T: A multicenter validation study.,exclude,exclude,exclude,True,1.0,exclude
,YYJF9M92,Effects of incremental mandibular advancement on upper airways morphology and anatomical structures: a preliminary CT scan study on body donors.,unsure,unsure,unsure,True,1.0,unsure
,TT85BQ7Z,Error assessment and correction for extrusion-based bioprinting using computer vision method.,exclude,exclude,exclude,True,1.0,exclude
,VX3I6E78,A Cartilaginous Organoid System Derived From Human Expanded Pluripotent Stem Cells (hEPSCs).,exclude,exclude,exclude,True,1.0,exclude
,WMML49PQ,Evaluation and Comparison of Interocclusal Registration Accuracy Using Digital Intraoral Scanners and Conventional Methods: An In Vivo Study.,unsure,unsure,unsure,True,1.0,unsure
,GDR8KPPZ,The Mechanosensing and Global DNA Methylation of Human Osteoblasts on MEW Fibers.,exclude,unsure,unsure,False,0.6666666666666666,unsure
,TF7HXSLG,A comparison of the fusion model of deep learning neural networks with human observation for lung nodule detection and classification.,exclude,exclude,exclude,True,1.0,exclude
,LRABR3D6,Accuracy evaluation of dual-function scan body for recording complete arch implant-supported prostheses.,include,unsure,unsure,False,0.6666666666666666,unsure
,SEQU6V8Q,Beyond the monorail perspective: constructing a dual-role engagement framework in peer feedback for second language oral communication.,exclude,exclude,exclude,True,1.0,exclude
,2DLU5YV6,"Symptom appraisal, help-seeking and perceived barriers to healthcare seeking in Uganda: an exploratory study among women with potential symptoms of breast and  cervical cancer.",exclude,exclude,exclude,True,1.0,exclude
,IE3WVSAP,Precise Engineering of Growth Factor Presentation Using Extracellular Microenvironment-Mimicking Microfluidic Microparticles.,exclude,exclude,exclude,True,1.0,exclude
,VLQ37VBV,Cost of Potentially Preventable Hospitalizations Among Adults With Chronic Kidney Disease: A Population-Based Cohort Study.,exclude,exclude,exclude,True,1.0,exclude
,36ZV2VQ4,A Digital Mental Health App Incorporating Wearable Biosensing for Teachers of Children on the Autism Spectrum to Support Emotion Regulation: Protocol for a  Pilot Randomized Controlled Trial.,exclude,exclude,exclude,True,1.0,exclude
,JYUV2HQ3,A Review of Three-Dimensional Facial Asymmetry Analysis Methods,exclude,exclude,exclude,True,1.0,exclude
,FU2MQQTY,Individual retrieval based on oral cavity point cloud data and correntropy-based registration algorithm,unsure,unsure,unsure,True,1.0,unsure
,3DULHY4P,"In-House, Open-Source 3D-Software-Based, CAD/CAM-Planned Mandibular Reconstructions in 20 Consecutive Free Fibula Flap Cases: An Explorative Cross-Sectional Study With Three-Dimensional Performance Analysis",include,include,include,True,1.0,include
,WN2IRATQ,Three-dimensional accuracy of in-office aligner therapy: a retrospective comparison between planned and achieved tooth positions,include,include,include,True,1.0,include
,IG4C9KGV,Three-dimensional acquisition technologies for facial soft tissues - Applications and prospects in orthognathic surgery,exclude,exclude,exclude,True,1.0,exclude
,WBXSL778,Cone-Beam Computed Tomography Image Features under Intelligent Three-Dimensional Reconstruction Algorithm in the Evaluation of Intraoperative and Postoperative Curative Effect of Dental Pulp Disease Using Root Canal Therapy,unsure,unsure,unsure,True,1.0,unsure
,KLUTS8EC,CBCT analysis of mandibular position and bilateral symmetry in adult female patients with a deep overbite before and after flat bite plate treatment: a retrospective study,include,include,include,True,1.0,include
,YVGIL7HV,Optimization of three-dimensional printing parameters for orthodontic applications,unsure,unsure,unsure,True,1.0,unsure
,SJNPSVRX,Virtual reality and 3D printing in head and neck cancer: an educational experience,unsure,unsure,unsure,True,1.0,unsure
,HI8MENLK,Three-Dimensional Finite Element Analysis of Stress Distribution in a Tooth Restored with Full Coverage Machined Polymer Crown,include,unsure,unsure,False,0.6666666666666666,unsure
,2667PQ7L,Development and Application of Digital Maxillofacial Surgery System Based on Mixed Reality Technology,include,include,include,True,1.0,include
,9DHRAUNV,Precision and Efficacy of Digital Technology in Orthognathic Surgery for Facial Asymmetry Correction: A Quantitative Analysis,include,include,include,True,1.0,include
,9LU3ERIG,Three-Dimensional Tooth Models with Pulp Cavity Enhance Dental Anatomy Education,include,include,include,True,1.0,include
,AF6884LP,Smartphone-Based 3D Surface Imaging: A New Frontier in Digital Breast Assessment? Smartphone-Based Breast Assessment,exclude,exclude,exclude,True,1.0,exclude
,HVBNRLAV,Effective removal of Pb2+ from oral medical wastewater via an activated three-dimensional framework carbon (3D AFC),exclude,exclude,exclude,True,1.0,exclude
,4CWA53IE,Wear at the implant-framework interface between titanium implant platform and the additively manufactured titanium and cobalt-chromium frameworks,unsure,unsure,unsure,True,1.0,unsure
,IHRNZSRA,Optimum design of reference points distribution in three-dimensional reconstruction of dental model in intercuspal position,include,include,include,True,1.0,include
,FSXRW9F8,A fully automated database-driven framework for interproximal tooth morphology reconstruction in orthodontics,unsure,unsure,unsure,True,1.0,unsure
,CM5ESAGD,"DIVA, a 3D virtual reality platform, improves undergraduate craniofacial trauma education",unsure,exclude,exclude,False,0.6666666666666666,exclude
,HZT4K53C,3D-printed multiphasic biocomposite architectures for load-bearing medical implants,unsure,exclude,unsure,False,0.6666666666666666,unsure
,N9L84F5Y,Applications of scanning electron microscopy and focused ion beam milling in dental research,exclude,exclude,exclude,True,1.0,exclude
,JZW3UU8Y,Mastery Learning in Preclinical Endodontics Using Customized 3D-Printed Tooth Models for Deliberate Practice: An Application of Educational Design Research,unsure,unsure,unsure,True,1.0,unsure
,XPLJRM4Y,A user-friendly method for constructing realistic dental model based on two-dimensional/three-dimensional registration,unsure,unsure,unsure,True,1.0,unsure
,Y3QHHC7Y,Surface roughness and preload loss of implant-supported screw retained three-unit framework fabricated by different techniques,unsure,unsure,unsure,True,1.0,unsure
,6T98ZJ8V,In vitro study examines posterior torque impact on 3D mechanics of anterior teeth in clear aligner treatment,unsure,unsure,unsure,True,1.0,unsure
,9EM2RZG2,Neural network-based image analysis of co-localized microorganisms and human cells on implant materials,unsure,exclude,exclude,False,0.6666666666666666,exclude
,4A8X2JVE,Digital analysis of tooth sizes among individuals with different malocclusions: A study using three-dimensional digital dental models,exclude,exclude,exclude,True,1.0,exclude
,IV8L8YFF,Oral squamous cell carcinoma diagnosis in digitized histological images using convolutional neural network,exclude,exclude,exclude,True,1.0,exclude
,VC56Q29E,A high-throughput framework for predicting three-dimensional structural-mechanical relationships of human cranial bones using a deep learning-based method,exclude,exclude,exclude,True,1.0,exclude
,BVNKQ2N3,Optimising fused filament fabrication surface roughness for a dental implant,unsure,unsure,unsure,True,1.0,unsure
,FIBFTP9V,Use of open-source software and photogrammetry in the fabrication of 3D-printed custom trays for edentulous patients: A technical guide,include,include,include,True,1.0,include
,M3RJ7QPQ,Influence of wall thickness on the fracture resistance of hollow zirconia artificial teeth fabricated by 3D zirconia printing,unsure,unsure,unsure,True,1.0,unsure
,4RGTB6EY,A pilot investigation of condylar position and asymmetry in patients with unilateral posterior scissors-bite malocclusion based on three-dimensional reconstructive imaging technique,unsure,unsure,unsure,True,1.0,unsure
,JDYAQ7WP,Early-stage stability and degradation of patient-specific biodegradable 3D-printed implants for critical mandibular reconstruction,unsure,unsure,unsure,True,1.0,unsure
,KVJZEMMH,3D Surface-Closed Mesh Clipping Based on Polygonal Partitioning for Surgical Planning,unsure,exclude,unsure,False,0.6666666666666666,unsure
,WJM7WVUX,AI-Augmented 3D Craniofacial Reconstruction for Enhanced Surgical Planning: A Novel Integration of Depth-Augmented Vision Transformers and MeshCNN for Structural Fidelity,unsure,unsure,unsure,True,1.0,unsure
,TC4MK82A,Segmented Four-Element Photodiodes in a Three-Dimensional Laser Beam Angle Measurement,exclude,exclude,exclude,True,1.0,exclude
,5NZQ7XHV,Cranial Implant Design Applying Shape-Based Interpolation Method via Open-Source Software,exclude,exclude,exclude,True,1.0,exclude
,QU6XIXA7,Effects of Different Parameter Settings for 3D Data Smoothing and Mesh Simplification on Near Real-Time 3D Reconstruction of High Resolution Bioceramic Bone Void Filling Medical Images,unsure,exclude,exclude,False,0.6666666666666666,exclude
,4PBV2R5L,Comparative analysis of five AI platforms for mandibular canal segmentation on CBCT images,include,include,include,True,1.0,include
,HFJYHS9W,SegRef3D: A Versatile Open-Source Platform for Artificial Intelligence-Assisted Segmentation and Three-Dimensional Reconstruction in Morphological Research,exclude,exclude,exclude,True,1.0,exclude
,BZKU394G,Maxillary reconstruction using subperiosteal dental implants: A clinical report,unsure,unsure,unsure,True,1.0,unsure
,64V3G83K,Three-dimensional superimposition of digital models for individual identification,unsure,unsure,unsure,True,1.0,unsure
,S3TXFJRP,Automatic segmentation and landmark detection of 3D CBCT images using semi supervised learning for assisting orthognathic surgery planning,unsure,unsure,unsure,True,1.0,unsure
,R7BP6AWA,Three-dimensional facial volume analysis using algorithm-based personalized aesthetic templates,unsure,unsure,unsure,True,1.0,unsure
,TXP7BVWJ,Accuracy of different impression techniques for multiunit implant restoration: A qualitative in vitro study,unsure,unsure,unsure,True,1.0,unsure
,2K5N464P,Modeling cardiac microcirculation for the simulation of coronary flow and 3D myocardial perfusion,exclude,exclude,exclude,True,1.0,exclude
,6WML986Q,Digital Hybrid Model Preparation for Virtual Planning of Reconstructive Dentoalveolar Surgical Procedures,unsure,unsure,unsure,True,1.0,unsure
,HIZDAWBD,Convolutional neural network for automated tooth segmentation on intraoral scans,unsure,unsure,unsure,True,1.0,unsure
,6MHEDMHB,A three-dimensional dental model restoration method based on tooth feature contours,unsure,unsure,unsure,True,1.0,unsure
,M5369RSN,"Clinical Readiness of Additively Manufactured Dental Ceramics for Crowns, Veneers, and Partial-Coverage Restorations: A Scoping Review and Evidence Map",exclude,exclude,exclude,True,1.0,exclude
,46W9JXVL,Suitability and Trueness of the Removable Partial Denture Framework Fabricating by Polyether Ether Ketone with CAD-CAM Technology,unsure,unsure,unsure,True,1.0,unsure
,CES5463F,"Toothnroll: An R Package for Landmarking, Measuring, and Mapping Dental Tissues of Hominoid Anterior Teeth",unsure,exclude,exclude,False,0.6666666666666666,exclude
,YHMC9EU4,An In Vitro Study of the Reproducibility of the Drilling Access of Digitalized Surgical Guides Generated via Three Different Implant Planning Software Programs,exclude,exclude,exclude,True,1.0,exclude
,XFVSNR6Q,"Computer-assisted bone augmentation, implant planning and placement: An in vitro investigation",unsure,unsure,unsure,True,1.0,unsure
,VF5QRJ45,Three-dimensional evaluation of tooth preparation forms in paediatric zirconia crowns: An in vitro study,include,include,include,True,1.0,include
,5WZYNINZ,Surgical guides for flapless dental implant placement and immediate definitive prosthesis installation by using selective laser melting and sintering for 3D metal and polymer printing: A clinical report,unsure,unsure,unsure,True,1.0,unsure
,TKTV4GKB,Microtia Ear Reconstruction with Patient-Specific 3D Models-A Segmentation Protocol,exclude,exclude,exclude,True,1.0,exclude
,R2JJ7YYQ,Generation of Human 3D Airway Assembloids for Advanced Modeling,exclude,exclude,exclude,True,1.0,exclude
,FIMEVJK3,Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants: a three-dimensional finite element analysis,include,include,include,True,1.0,include
,ILAFRFCN,Segmentation of Cemento-Osseous Dysplasias Using an Artificial Intelligence Algorithm,include,include,include,True,1.0,include
,WWG3SIDR,Development and validation of a robotic system for milling individualized jawbone cavities in oral and maxillofacial surgery,unsure,unsure,unsure,True,1.0,unsure
,DI6MIRNX,Linear and Volumetric Analysis of Maxillary Sinus Pneumatization in a Sri Lankan Population Using Cone Beam Computer Tomography,unsure,unsure,unsure,True,1.0,unsure
,YMSMMVTX,Dimensional accuracy of medical models of the skull produced by three-dimensional printing technology by advanced morphometric analysis,include,include,include,True,1.0,include
,8I6PV5LB,A 3D Collagen-Alginate Hydrogel Model for Mechanoregulation of Autophagy in Periodontal Ligament Cells,exclude,exclude,exclude,True,1.0,exclude
,EBNEIKEM,Effect of various printing parameters on the accuracy (trueness and precision) of 3D-printed partial denture framework,unsure,unsure,unsure,True,1.0,unsure
,YCHGF3KN,Developing a three-dimensional statistical shape model of normal dentition using an automated algorithm and normal samples,unsure,unsure,unsure,True,1.0,unsure
,7DUXHX7E,Digital Workflow for Establishing the Posterior Palatal Seal on a Digital Complete Denture,unsure,unsure,unsure,True,1.0,unsure
,QSRSEXXN,A discrete event simulation method for performance analysis of an additive manufacturing in the dental clinic,exclude,exclude,exclude,True,1.0,exclude
,T43PJP5P,"A Complete Digital Workflow for Planning, Simulation, and Evaluation in Orthognathic Surgery",unsure,unsure,unsure,True,1.0,unsure
,2TTJ5J6D,New method for analysing spatial relationships of facial muscles on MRI: a pilot study,include,include,include,True,1.0,include
,Q9P7VA83,Open access segmentations of intraoperative brain tumor ultrasound images,exclude,exclude,exclude,True,1.0,exclude
,BCQSD5UJ,3D modeling of the frontal sinus as a contribution tool for human identification - a case report,unsure,include,unsure,False,0.6666666666666666,unsure
,TI4JGF9N,Subtractive versus additive indirect manufacturing techniques of digitally designed partial dentures,include,include,include,True,1.0,include
,RSZLELIR,Three-dimensional dental image segmentation and classification using deep learning with tunicate swarm algorithm,unsure,unsure,unsure,True,1.0,unsure
,H25H88EY,USCT: Uncertainty-regularized symmetric consistency learning for semi-supervised teeth segmentation in CBCT,unsure,unsure,unsure,True,1.0,unsure
,783IKDYJ,"Three-dimensional (3D) printing in dental practice: Applications, areas of interest, and level of evidence",exclude,exclude,exclude,True,1.0,exclude
,J7MWBCZY,Effect of data size on tooth numbering performance via artificial intelligence using panoramic radiographs,unsure,unsure,unsure,True,1.0,unsure
,XLKXHVXY,Workflow for the Creation of 3D Stereoscopic Models of Supra- and Infratentorial Brain Venous Anatomy and their Integration in a Virtual Reality Environment,exclude,exclude,exclude,True,1.0,exclude
,9MTJQ34Q,Artificial Intelligence in Detecting and Segmenting Vertical Misfit of Prosthesis in Radiographic Images of Dental Implants: A Cross-Sectional Analysis,unsure,unsure,unsure,True,1.0,unsure
,ANTXG7HM,"Three-Dimensional Evaluation of Zygomaticomaxillary Complex Displacement and Rotational Centre in Adults Induced by Maxillary Skeletal Expander, Analysed With CBCT and Heuristic Search Algorithm",unsure,unsure,unsure,True,1.0,unsure
,4V69ZLJE,Clinically oriented deep learning system integrating linear and morphological assessment for external orthodontic root resorption,unsure,unsure,unsure,True,1.0,unsure
,UVASR96M,Three-dimensional non-destructive visualization of teeth enamel microcracks using X-ray micro-computed tomography,include,include,include,True,1.0,include
,CXWGAQ8R,Comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental implant surgery: an in vitro pilot study,include,include,include,True,1.0,include
,FT2R69U5,Accuracy evaluation of complete-arch models manufactured by three different 3D printing technologies: a three-dimensional analysis,include,include,include,True,1.0,include
,9QEYAAGH,Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress-A Finite Element Study,unsure,unsure,unsure,True,1.0,unsure
,WA5FYPIY,Accuracy of Mandibular Removable Partial Denture Frameworks Fabricated by 3D Printing and Conventional Techniques,unsure,unsure,unsure,True,1.0,unsure
,LER47S6U,How to predict the future face? A 3D methodology to forecast the aspect of patients after orthognathic surgeries,unsure,unsure,unsure,True,1.0,unsure
,SYGM4R6E,Morphological variation of gubernacular tracts for permanent mandibular canines in eruption: a three-dimensional analysis,unsure,unsure,unsure,True,1.0,unsure
,YH6TKPYB,An Automated Framework for Mandibular Reconstruction: Evaluation and Clinical Application,unsure,unsure,unsure,True,1.0,unsure
,E2LMTSHM,Grey Wolf Optimizer with Behavior Considerations and Dimensional Learning in Three-Dimensional Tooth Model Reconstruction,unsure,unsure,unsure,True,1.0,unsure
,6KII8UX6,Computer-aided design and additively manufactured resin-bonded framework to retain an existing ceramic crown as the interim restoration after extraction: A dental technique,unsure,unsure,unsure,True,1.0,unsure
,QNCS3JR6,Meckel's cartilage and SOX9/Scx expression during morphogenesis of the mouse mylohyoid attachment site,exclude,exclude,exclude,True,1.0,exclude
,NY8FFRL4,Flexible Allyl-Modified Gelatin Photoclick Resin Tailored for Volumetric Bioprinting of Matrices for Soft Tissue Engineering,exclude,exclude,exclude,True,1.0,exclude
,29Y6WKV5,Three-dimensional evaluation of the effects of Bionator and Forsus appliances on oropharyngeal airway volume in patients with mandibular retrognathia,exclude,exclude,exclude,True,1.0,exclude
,WVNUYC2E,3D Printing of Microgel-Loaded Modular Microcages as Instructive Scaffolds for Tissue Engineering,exclude,exclude,exclude,True,1.0,exclude
,WRI5IWYV,Design of an interactive brain model for neuroanatomy education and MRI training,exclude,exclude,exclude,True,1.0,exclude
,K9ID822E,Does Printing Orientation Matter in PolyJet 3D Printed Teeth for Endodontics? A Micro-CT Analysis,unsure,unsure,unsure,True,1.0,unsure
,I9MZ25XA,Three-dimensional virtual surgical planning in the oncologic treatment of the mandible,exclude,exclude,exclude,True,1.0,exclude
,KL5WKS3T,An In Vitro Evaluation of the Effect of 3D Printing Orientation on the Accuracy of Implant Surgical Templates Fabricated By Desktop Printer,unsure,unsure,unsure,True,1.0,unsure
