序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
436,Accuracy Assessment of Customized Titanium Plates Compared to 3D-Printed Splints in Le Fort I Osteotomy: A Randomized Clinical Trial Evaluating Clinical and Radiographic Outcomes.,AIM: This study aimed to evaluate the accuracy of a personalized orthognathic surgical guide (POSG) ,2026-09-10 20:44:02,deepseek-flash,ad1b16e1-e86f-48f7-93fe-f87088ab1854,1.55,include,该研究为口腔颌面外科领域的随机对照试验，明确使用了非牙科专用3D软件Mimics Medical和3-Matic Medical进行虚拟手术规划与手术导板/钛板设计，符合纳入标准。,Mimics Medical 19.0（Materialise）和3-Matic Medical 14.0（Materialise），用于虚拟手术规划、生成切割导板和固定钛板的STL文件,口腔颌面外科（正颌外科）,Le Fort I截骨术中上颌骨定位的虚拟手术规划与个性化手术导板/钛板设计
441,Effect of scan body designs and internal conical angles on the 3-dimensional accuracy of implant digital scans.,STATEMENT OF PROBLEM: Axial displacement is inevitable when connecting scan bodies to implants for d,2026-09-10 20:44:02,deepseek-flash,089b085a-3788-4077-aec0-c2a39100a1cf,1.01,unsure,"该文献属于口腔种植数字化扫描领域，但摘要未明确提及是否使用了非牙科专用3D软件（仅提及digital inspection software，未指明具体软件名称），无法判断是否符合""非牙科专用3D软件""这一核心纳入标准。",无,无,无
440,A novel method for 3D face symmetry reference plane based on weighted Procrustes analysis algorithm.,"BACKGROUND: We aimed to establish a novel method, using the weighted Procrustes analysis (WPA) algor",2026-09-10 20:44:02,deepseek-flash,341e57dd-35f8-4f4d-9a08-17d0ac72c27e,1.29,unsure,该文献属于口腔颌面领域（下颌偏斜患者面部对称性分析），但摘要未提及是否使用了非牙科专用3D软件，无法明确判断软件类型，需进入全文复核。,无,无,无
439,Scanning accuracy of nondental structured light extraoral scanners compared with that of a dental-specific scanner.,STATEMENT OF PROBLEM: Diagnostic stone casts can be digitized by using dental optical scanners based,2026-09-10 20:44:02,deepseek-flash,e52e1eff-19e0-4dcc-8511-39692f73284d,1.44,include,该研究为体外原创研究，评估非牙科专用口外扫描仪在口腔诊断模型数字化中的准确性，明确使用了非牙科3D软件CloudCompare进行数据分析，符合纳入标准。,CloudCompare v.2.6.1（开源软件，用于测量数字化诊断模型与参考扫描之间的偏差，采用迭代最近点算法）,口腔修复/口腔放射（诊断模型数字化）,评估非牙科结构光口外扫描仪对牙科诊断石膏模型的扫描准确性（真实度和精密度）
443,A Systematic Review of Research on Guided Access Cavity Preparation Endodontic Treatment: Dentin Preservation Perspectives.,"PURPOSE: Guided access cavity preparation (GACP) is an endodontic procedure utilizing stents, guide ",2026-09-10 20:44:02,deepseek-flash,243ed8f2-6f57-4dd0-af16-014c1f72e7bb,1.0,exclude,标题和摘要明确表明这是一篇系统综述/范围综述（Systematic Review / scoping review），属于非原创研究类型，不符合纳入标准。,无,无,无
438,Using a New Deep Learning Method for 3D Cephalometry in Patients With Hemifacial Microsomia.,Deep learning algorithms based on automatic 3D cephalometric marking points about people without cra,2026-09-10 20:44:02,deepseek-flash,08ccceef-e8b3-4e65-a488-d88607c23e6a,1.55,unsure,该文献属于口腔颌面/正畸领域的原创研究，涉及3D头影测量，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足，无法判断是否符合Concept标准。,无,无,无
446,DEEP Q-NAS: A new algorithm based on neural architecture search and reinforcement learning for brain tumor identification from MRI.,A significant obstacle in brain tumor treatment planning is determining the tumor's actual size. Mag,2026-09-10 20:44:02,deepseek-flash,b9500197-ffde-45a7-9809-b23a9827cbcd,0.55,exclude,该文献研究脑肿瘤MRI识别，明确与口腔医学无关，属于纯神经外科/神经影像领域。,无,无,无
444,A Dual-Branch Deep Learning Framework with Explainability for Dental Caries Classification Using Intra-Oral Photographs and Radiographs.,"The accurate detection of dental caries is often hindered by modality-specific imaging challenges, s",2026-09-10 20:44:02,deepseek-flash,652bd455-95f4-44ee-9654-8ce1efe7fd13,1.22,exclude,"该文献为深度学习算法研究，摘要中未涉及任何3D软件或3D数据处理、建模，仅涉及2D图像（口内照片和X线片）的分类分析，不符合""使用非牙科专用3D软件""的核心概念。",无,无,无
445,Use of Digital Technology to Fabricate a Metal-Based Maxillofacial Prosthesis for Mandibular Defects.,It is difficult to make conventional impressions for maxillofacial prostheses in patients with compl,2026-09-10 20:44:03,deepseek-flash,19619b7b-2651-4bf5-8121-342e8aa35b29,1.18,unsure,该文献属于口腔颌面修复领域，涉及数字化工作流程（口内扫描、3D打印），但摘要未明确提及所使用的具体3D软件名称，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
442,The accuracy of automated facial landmarking - a comparative study between Cliniface software and patch-based Convoluted Neural Network algorithm.,BACKGROUND: Automatic landmarking software packages simplify the analysis of the 3D facial images. T,2026-09-10 20:44:03,deepseek-flash,582961ab-7f68-4ec0-ae78-99f8fa2ece0c,1.79,include,该研究属于口腔颌面/正畸领域，使用并比较了非牙科专用3D软件Cliniface进行面部三维标志点自动识别，符合纳入标准。,Cliniface（开源通用三维面部图像分析软件，用于自动检测面部解剖标志点）,口腔医学（口腔颌面/正畸相关的三维面部图像分析）,三维面部图像自动标志点定位的准确性评估
448,Perforator-Sparing Microsurgical Clipping of Tandem Dominant-Hemisphere Middle Cerebral Artery Aneurysms: Geometry-Guided Reconstruction of a Wide-Neck Bifurcation and Dorsal M1 Fusiform Lesion.,Background and Clinical Significance: Tandem pathology at the dominant-hemisphere middle cerebral ar,2026-09-10 20:44:03,deepseek-flash,ac83b395-dc9f-42dd-a619-533e59a26eb0,1.02,exclude,该文献为神经外科（脑动脉瘤夹闭手术）领域的病例报告，与口腔医学无关，明确不符合PCC框架中的Population/Context标准。,无,无,无
449,A Paradigm Shift Using Scan Bodies to Record the Position of a Complete Arch of Implants in a Digital Workflow.,The use of conventional scan bodies (SBs) with an intraoral scanner (IOS) to capture the position of,2026-09-10 20:44:03,deepseek-flash,20218570-443b-483b-a2d0-0d319f1e2569,1.11,unsure,该文献属于口腔种植领域的病例报告，涉及数字化工作流程和口内扫描，但摘要未明确提及是否使用了非牙科专用3D软件（如AI算法可能依托通用软件或牙科专用软件），信息不足无法判断。,无,无,无
450,Next-Generation Oral Delivery Systems: Phytosomal Hinokitiol Tablets via REGEMAT 3D Bioprinter-Based 3D Printing for Enhanced Bioavailability.,"The administration of hinokitiol, a natural bioactive compound with promising therapeutic potential,",2026-09-10 20:44:03,deepseek-flash,72d243ec-827b-45f6-b58a-acd0acd0173c,1.12,exclude,该文献研究的是口服片剂的3D打印药物递送系统，用于提高hinokitiol的生物利用度及抗癌活性，与口腔医学临床实践或研究无关。,无,无,无
447,Synergistic Angio-Osteogenic Effects of Copper-Releasing 3D Biocomposite Scaffolds: A Step Toward Vascularized Bone Regeneration.,Critical-sized bone defects present significant clinical challenges due to inadequate vascularizatio,2026-09-10 20:44:03,deepseek-flash,1c4f979d-3d5e-4078-b2ce-52bfc100a3b1,1.41,exclude,该研究为骨组织工程/生物材料研究，使用3D打印支架进行大鼠颅骨缺损修复，属于基础实验而非口腔医学临床实践或研究，且未涉及任何非牙科专用3D软件的数据处理、分析或建模。,无,无,无
452,Virtual tumor mapping and margin control with 3-D planning and navigation.,Computer technology-based treatment approaches like intraoperative navigation and intensity-modulate,2026-09-10 20:44:03,deepseek-flash,962ab5c2-351d-4e8f-9123-98b8c6006271,0.95,exclude,"摘要明确表明该文为综述（""This review article gives an overview...""），属于非原创研究类型，不符合纳入标准。",无,无,无
451,"Fractured Full-Arch Tooth-Supported Zirconia Bridge: Thin Design, Surface Damage, and Excessive Cement Layer Thickness.","Zirconia is widely used in full-arch restorations due to its strength and aesthetics, but failures c",2026-09-10 20:44:03,deepseek-flash,6c41ebcf-1001-49a8-aeb6-1240db74cdbb,1.15,unsure,该文献属于口腔修复领域的病例报告，涉及全牙弓氧化锆桥的失败分析，但摘要未明确提及是否使用了非牙科专用3D软件（如STL文件处理、3D分析软件等），信息不足无法判断。,无,无,无
454,Influence of different education approaches on the implantation performance of dental practitioners in aesthetic zone.,PURPOSE: To investigate the influence of different education approaches on the implantation performa,2026-09-10 20:44:04,deepseek-flash,ed906f5d-a2c6-4f8c-bc4d-89940ace5499,0.98,unsure,该研究属于口腔种植学范畴，涉及数字化培训与三维偏差评估，但摘要未明确说明使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
457,Optimization of smoothing parameter for block matching and 3D filtering algorithm in low-dose chest and abdominal computed tomography images.,"Computed tomography (CT), known for its exceptionally high accuracy, is associated with a substantia",2026-09-10 20:44:04,deepseek-flash,95563ee9-94a3-49a5-9826-897c434d1d03,1.01,exclude,该文献研究胸部与腹部CT图像的去噪算法优化，明确与口腔医学无关，且未涉及任何口腔医学范畴。,无,无,无
456,Automated three-dimensional analysis of facial asymmetry in patients with syndromic coronal synostosis: A retrospective study.,"Craniosynostosis, characterized by premature fusion of one or more cranial sutures, results in a dis",2026-09-10 20:44:04,deepseek-flash,09255893-4071-4695-95df-2586780f471e,1.08,unsure,该研究属于颅面外科/口腔颌面领域，涉及3D面部图像分析，但摘要未明确说明所使用的软件是否为非牙科专用3D软件，无法据此排除或确认。,无,无,无
453,Assessment of ChatGPT performance in orbital MRI reporting with multimetric evaluation of transformer based language models.,"Transformer-based large language models (LLMs), such as ChatGPT-4, are increasingly used to streamli",2026-09-10 20:44:04,deepseek-flash,e6e8dcae-92ed-437a-a156-6a5c5fadfe6b,1.66,exclude,该文献研究ChatGPT-4基于眼眶MRI生成报告的能力，属于放射学/眼科影像范畴，与口腔医学无关，且未涉及任何3D软件的数据处理或建模。,无,无,无
459,FePSe(3) -Nanosheets-Integrated Cryogenic-3D-Printed Multifunctional Calcium Phosphate Scaffolds for Synergistic Therapy of Osteosarcoma.,Clinical treatment of osteosarcoma encounters great challenges of postsurgical tumor recurrence and ,2026-09-10 20:44:05,deepseek-flash,791b5f7f-713f-4232-be5e-a6cc586b1f8d,1.19,exclude,该文献研究的是骨肉瘤治疗与骨缺损修复的支架材料，属于骨科/肿瘤学范畴，与口腔医学无关。,无,无,无
458,"Semi-automated three-dimensional analysis of maxillary anomalies in patients with Muenke syndrome, Saethre-Chotzen syndrome or TCF12-related craniosynostosis: A retrospective study.",In craniosynostosis distinctive craniofacial and oral growth patterns are to be expected. This study,2026-09-10 20:44:05,deepseek-flash,05a4dc8d-adb1-4d9b-a040-715e3483d290,1.26,unsure,该研究属于口腔医学（颌面/正畸）范畴，涉及数字牙模的三维半自动分析，但摘要未明确说明所使用的具体软件名称，无法判断是否为非牙科专用3D软件，故需全文复核。,无,无,无
460,The Design and Development of a Novel Device that Converts a Patient-Controlled Intravenous Pump into an Oral Liquid Medication Dispenser for Non-Controlled Substances.,"BACKGROUND: Timely administration of oral medications is a significant inpatient challenge, particul",2026-09-10 20:44:05,deepseek-flash,43abcd80-a8e1-4dba-9ce3-f90ec32019e0,1.21,exclude,该文献为医疗器械研发与验证研究，与口腔医学临床实践或研究无关，且未涉及口腔医学任何学科。,无,无,无
461,Development and evaluation of a computer vision algorithm for quantification of children's microactivities.,"BACKGROUND: Estimates of microactivity (e.g., hand- and object-to-mouth contact) frequencies are ess",2026-09-10 20:44:05,deepseek-flash,bac70178-38bb-4acf-a7f0-304d894742a0,0.86,exclude,该文献研究儿童微活动（手-口、物-口接触）的计算机视觉算法，用于环境暴露建模，与口腔医学临床实践或研究无关。,无,无,无
455,Effect of Different Veneering Techniques on Mechanical Properties and Translucency of Zirconia Framework-veneer Ceramic Crowns.,"AIM: The aim of this study is to assess the effect of veneering techniques on bond strength, fractur",2026-09-10 20:44:05,deepseek-flash,9f0d7409-f453-44c6-a52c-c5971eb178c8,1.96,unsure,该研究属于口腔修复学领域，涉及CAD-ON等冠桥制作技术，但摘要未明确说明是否使用了非牙科专用3D软件（如CAD软件类型），信息不足无法判断。,无,无,无
464,Digital scanning for complete-arch implant-supported restorations: A systematic review.,STATEMENT OF PROBLEM: Scanning of completely edentulous arches remains a challenge because of the la,2026-09-10 20:44:05,deepseek-flash,c02acb49-12f9-4c1c-851c-a8afde1ba36a,0.93,exclude,标题和摘要明确表明这是一篇系统综述（systematic review），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
466,Voxel-Level Comparison of [(18)F]CETO and [(11)C]MTO for Molecular Imaging of Primary Aldosteronism.,"Primary aldosteronism (PA), which accounts for up to 14% of all hypertension cases and 25% of treatm",2026-09-10 20:44:06,deepseek-flash,7eb8f4a9-b590-4b92-a8fb-1ecfd3ed85b7,1.05,exclude,该文献研究的是原发性醛固酮增多症的肾上腺分子影像（PET示踪剂比较），属于内分泌/核医学领域，与口腔医学无关。,无,无,无
462,Marginal gap of three-dimensional printed full-arch frameworks supported by all-on-four and all-on-six implant designs.,AIM: The aim of this study was to evaluate the marginal gap of full-arch frameworks (FAFs) supported,2026-09-10 20:44:06,deepseek-flash,69ca8360-492f-4277-ab2f-c154ddd2a34c,1.58,exclude,该研究为体外实验，仅涉及铣削、选择性激光熔化（SLM）和电子束熔化（EBM）等制造技术，未使用任何非牙科专用3D软件进行数据处理、分析或建模。,无,无,无
465,Using a New Deep Learning Method for 3D Cephalometry in Patients With Cleft Lip and Palate.,Deep learning algorithms based on automatic 3-dimensional (D) cephalometric marking points about peo,2026-09-10 20:44:06,deepseek-flash,e981dda7-3b78-43df-8310-31f4fae671bc,1.31,unsure,该研究属于口腔医学（唇腭裂/正畸头影测量）范畴，为原创研究，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），仅提及深度学习模型PointNet++，无法据此排除或确认，需全文复核。,无,无,无
463,Accuracy of impressions and framework marginal fit of implant-supported complete-arch fixed dental prostheses fabricated by using direct and indirect workflows.,OBJECTIVE: To compare the scan trueness and marginal gaps of monolithic zirconia implant-supported f,2026-09-10 20:44:06,deepseek-flash,4dbffd36-3501-42be-91cc-701dbc8bb779,1.65,unsure,"该文献属于口腔种植修复领域，涉及数字化工作流程与3D分析，但摘要仅提及""3D analysis software""而未明确说明是否使用了非牙科专用3D软件，信息不足，需全文复核确认。",无,无,无
469,An in vitro analysis of the accuracy of static and robot-assisted implant surgery.,OBJECTIVES: Robot-assisted implant surgery (RAIS) is purported to improve the accuracy of implant pl,2026-09-10 20:44:06,deepseek-flash,5d91d42f-4bfa-4d92-8150-b8199f065bdd,1.05,unsure,该文献属于口腔种植领域，涉及3D偏差分析，但摘要未明确说明使用了何种软件（是否包含非牙科专用3D软件），信息不足，无法明确判断。,无,无,无
467,Analysis of micromovements and peri-implant stresses and strains around ultra-short implants - A three-dimensional finite-element method study.,BACKGROUND: Success of an implant depends on its placement in the bone and how well the stress and s,2026-09-10 20:44:06,deepseek-flash,0fcbf537-1778-427a-bd87-29b00fc61bd7,1.53,include,该研究属于口腔种植领域，明确使用非牙科专用3D软件ANSYS Workbench进行三维有限元分析，符合纳入标准。,ANSYS Workbench version 12.1（工程有限元分析软件），用于对超短种植体周围骨组织的应力、应变及微动进行三维有限元建模与分析。,口腔种植学,评估不同直径超短种植体在D4骨质量中的种植体周围Von Mises应力、应变及微动分布
468,Does partial adhesive preparation design and finish line depth influence trueness and precision of intraoral scanners?,STATEMENT OF PROBLEM: Intraoral scanners (IOSs) are widely used for partial-coverage adhesive restor,2026-09-10 20:44:06,deepseek-flash,3cb5b4b2-4a79-4971-b605-f9d468663b7c,1.64,unsure,该文献属于口腔医学（修复/牙体预备）范畴，为体外原创研究，但摘要未提及是否使用了非牙科专用3D软件进行数据处理或分析，信息不足，无法明确判断。,无,无,无
471,Monitoring the Calibration of In-Office 3D Printers.,Most desktop 3D printers lack features that allow manual calibration of printer parameters. It is cr,2026-09-10 20:44:07,deepseek-flash,f96a09cf-66d5-418c-ba18-13d1c6a513d7,1.19,unsure,"该文献属于口腔医学（牙科）3D打印相关研究，但摘要未明确提及使用了何种非牙科专用3D软件（如设计校准试件的软件），无法判断是否符合""使用非牙科专用3D软件""这一核心纳入标准，需进入全文复核。",无,无,无
472,Imaging Modalities in Craniosynostosis: A Systematic Review and Proposal of the ARCANA Protocol for Multimodal Radiation-Free Assessment.,"Background/Objective: Craniosynostosis, the premature fusion of one or more cranial sutures, is the ",2026-09-10 20:44:07,deepseek-flash,f142a28b-07b2-46e2-a00b-897d05cb0953,1.07,exclude,该文献标题明确标注为系统综述（Systematic Review），摘要也明确说明遵循PRISMA指南进行系统综述，属于非原创研究类型，不符合纳入标准。,无,无,无
476,Inertial Measurements for Tongue Motion Tracking Based on Magnetic Localization with Orientation Compensation.,Permanent magnet localization (PML) is designed for applications requiring non-line-of-sight motion ,2026-09-10 20:44:07,deepseek-flash,06796a11-87a5-49b4-9a28-05de254156f5,1.08,exclude,该文献研究的是基于永磁定位与惯性测量单元（IMU）的舌运动追踪技术，属于工程/传感技术开发，摘要中未涉及任何口腔医学临床实践或研究，也未提及任何3D软件的使用，与口腔医学范畴无关。,无,无,无
470,CMRI2SPEC: CINE MRI SEQUENCE TO SPECTROGRAM SYNTHESIS VIA A PAIRWISE HETEROGENEOUS TRANSLATOR.,Multimodal representation learning using visual movements from cine magnetic resonance imaging (MRI),2026-09-10 20:44:07,deepseek-flash,1827cf21-3fb9-4e84-82fa-9ee68f30b2ef,1.93,exclude,该文献研究的是cine MRI（心脏/动态磁共振）序列到声谱图的合成，属于语音与医学影像的多模态表示学习，与口腔医学临床实践或研究无关。,无,无,无
473,An Open-Source Restraint System for Magnetic Resonance Imaging in Awake Rats.,"Magnetic resonance imaging (MRI) is a critical tool for translational neuroscience, but preclinical ",2026-09-10 20:44:07,deepseek-flash,cc6d4e40-c3f4-46c4-a124-1b6179d324b3,1.43,exclude,该文献研究的是清醒大鼠磁共振成像的固定系统，属于神经科学/动物实验领域，与口腔医学临床实践或研究无关。,无,无,无
477,Efficacy and safety of low-concentration whitestrips for extrinsic tooth discoloration: a randomized controlled trial.,OBJECTIVES: This study aimed to evaluate the effectiveness of Low-concentration Whitestrips with 3% ,2026-09-10 20:44:07,deepseek-flash,55d7e8bd-a0e6-4756-95be-68048d6798fa,1.07,exclude,该文献为关于低浓度美白贴片的随机对照试验，属于口腔医学范畴，但摘要中未提及任何3D软件的使用，仅使用了数字比色仪和VITA 3D-Master比色板进行颜色评估，明确没有任何3D数据处理、分析或建模。,无,无,无
474,Text-Guided Inpainting for Aesthetic Prediction in Orthofacial Surgery: A Patient-Centered AI Approach.,Background and Objectives: Artificial intelligence (AI) is increasingly impacting medicine by improv,2026-09-10 20:44:07,deepseek-flash,6aacc5a3-bdb9-4ea9-888b-30f7d8611e89,1.55,unsure,该文献属于口腔颌面外科（正颌外科）范畴，但摘要仅提及使用DALL-E2这一AI图像生成平台，未明确说明是否使用了非牙科专用3D软件进行3D数据处理、分析或建模，信息不足以判断是否符合Concept标准。,无,无,无
475,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,BACKGROUND AND OBJECTIVE: The retention of selective laser melting (SLM)-built denture clasps is inf,2026-09-10 20:44:08,deepseek-flash,12cfc1b9-cacc-4346-9773-447b150b4caf,1.56,unsure,该研究属于口腔修复学（义齿卡环）范畴，涉及3D打印（SLM）工艺，但摘要未明确提及是否使用了非牙科专用3D软件（如建模、数据处理或分析软件），信息不足，无法明确排除。,无,无,无
479,Digitally manufactured partial coverage restorations: is it time to down the impression trays or still a work in progress?,"DATA SOURCES: Pubmed, EMBASE, Scopus, Web of Science and Cochrane library databases were used as the",2026-09-10 20:44:08,deepseek-flash,e7c8037b-30e3-4b60-8306-c7e4d798c2c9,0.86,exclude,摘要明确表明这是一篇系统综述（systematic review），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
478,"Evaluation of Surface Characteristics, Accuracy, and Dimensional Stability of Tooth Preparation Dies Fabricated by Conventional Gypsum and 3D-Printed Workflows.","PURPOSE: To evaluate the surface characteristics, accuracy (trueness and precision), and dimensional",2026-09-10 20:44:08,deepseek-flash,a2bae545-9b88-4301-a4f2-93bf1efae93c,1.38,unsure,"该文献属于口腔修复领域的原创研究，涉及3D打印工作流程，但摘要未明确说明使用了何种3D软件（可能涉及非牙科专用软件如切片/建模软件），信息不足无法判断是否符合""非牙科专用3D软件""这一核心标准。",无,无,无
480,Enhanced functional mitochondrial donation through glucose-responsive antioxidant microcarrier-engineered native-like MSCs accelerates diabetic wound healing.,Diabetes impairs wound healing due to hyperglycemia-induced vascular dysfunction. This condition tri,2026-09-10 20:44:08,deepseek-flash,76263780-7173-48b2-b8e1-4982c8007c6f,1.1,exclude,该文献研究糖尿病创面愈合与间充质干细胞线粒体移植，属于再生医学/组织工程范畴，与口腔医学临床实践无关（虽使用SHED细胞，但研究主题为糖尿病创面而非口腔疾病）。,无,无,无
485,Enhancing facial feature de-identification in multiframe brain images: A generative adversarial network approach.,The collection of head images for public datasets in the field of brain science has grown remarkably,2026-09-10 20:44:09,deepseek-flash,e4cebf6f-1eb7-42ce-83a5-0442a644b1ed,0.86,exclude,该文献研究脑部影像（CT/MR）中面部特征的去识别化，属于神经影像/脑科学领域，与口腔医学临床实践或研究无关。,无,无,无
484,3D printing combined with thermally induced phase separation for engineering hierarchical osteogenic PLA scaffolds.,Accelerated population aging and rising incidence of bone defects have intensified the need for adva,2026-09-10 20:44:09,deepseek-flash,7bb58490-8820-4a60-a1a7-e05ec7abf86d,1.05,exclude,该文献研究的是骨组织工程支架（颅骨缺损修复），属于再生医学/骨科范畴，而非口腔医学临床实践或研究；且未涉及任何3D软件的数据处理、分析或建模。,无,无,无
486,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,BACKGROUND: Management of comminuted facial fractures with maxillary-mandibular arch interruption is,2026-09-10 20:44:09,deepseek-flash,0fccb2c9-c8dc-4582-a06f-b67d29faae43,0.83,unsure,该文献属于口腔颌面外科领域，涉及计算机辅助设计与3D打印技术，但摘要未明确说明所使用的具体3D软件是否为非牙科专用软件，信息不足，无法明确判断。,无,无,无
481,Environmental impacts from conventional and digital dental crown fabrication workflows: A comparative life cycle assessment.,OBJECTIVES: The aim of this study is to undertake an environmental life cycle analysis to compare in,2026-09-10 20:44:09,deepseek-flash,dc0e1f6c-2293-463f-8bee-aa0f435469b4,1.52,exclude,该文献为生命周期评估（LCA）研究，使用SimaPro软件进行环境影响分析，并非使用非牙科专用3D软件进行口腔医学相关的3D数据处理、分析或建模，不符合Concept标准。,无,无,无
482,Influence of Framework Material and Posterior Implant Angulation in Full-Arch All-on-4 Implant-Supported Prosthesis Stress Concentration.,This study evaluated the influence of distal implants angulation and framework material in the stres,2026-09-10 20:44:09,deepseek-flash,1fbdc1e9-bacd-4a0c-8bfb-d8fc44601192,1.49,unsure,"该研究属于口腔种植领域，涉及3D建模与有限元应力分析，但摘要仅提及""computer-aided engineering software""，未明确说明是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），信息不足无法判定。",无,无,无
483,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,STATEMENT OF PROBLEM: Studies are sparse on how splinting scan bodies or incorporating 3-dimensional,2026-09-10 20:44:09,deepseek-flash,ae09b14f-c110-43cd-98d5-981f8f950e1d,1.78,include,该研究属于口腔种植领域的原创体外研究，摘要明确提及使用3D打印技术制作扫描体（CSB）和辅助装置（AA），并使用了计量软件进行3D比较分析，符合纳入标准。,3D打印软件（用于制作定制扫描体和辅助装置）；计量软件（用于3D比较算法和RMS误差分析，具体软件名称未提及）,口腔种植学（无牙颌种植数字化印模）,评估不同扫描体夹板固定或3D打印扫描辅助装置对全牙弓数字化印模真实度的影响
487,Predictive modelling of metabolic syndrome in Ghanaian diabetic patients: an ensemble machine learning approach.,"OBJECTIVES: The burgeoning prevalence of cardiometabolic disorders, including type 2 diabetes mellit",2026-09-10 20:44:09,deepseek-flash,b53c2666-c5e6-48eb-b78c-96accf252bec,0.93,exclude,该文献研究的是加纳糖尿病患者代谢综合征的机器学习预测模型，属于内分泌/代谢领域，与口腔医学无关。,无,无,无
489,Fractional flow reserve measurement using dynamic CT perfusion imaging in patients with coronary artery disease.,PURPOSES: The objective was to evaluate the accuracy of a novel CT dynamic angiographic imaging (CT-,2026-09-10 20:44:09,deepseek-flash,e7f819a0-c9b0-4f28-9e19-5a120bec3708,0.87,exclude,该文献研究冠状动脉疾病（CAD）的血流储备分数（FFR）测量，属于心血管领域，与口腔医学无关。,无,无,无
488,Is a standardised severity index needed in unicoronal craniosynostosis? Challenges in developing an objective metric.,"PURPOSE: Morphological severity of unicoronal synostosis (UCS) is highly variable. Yet, there is no ",2026-09-10 20:44:10,deepseek-flash,eb4dae89-5873-41a3-9324-2aabef0962f5,1.21,unsure,该文献属于口腔颌面外科（颅面外科）范畴，涉及颅骨三维形态的定量分析，但摘要未明确说明使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
490,Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 different intraoral scanners.,STATEMENT OF PROBLEM: The absence of fixed reference points can affect the trueness of complete arch,2026-09-10 20:44:10,deepseek-flash,bfc304f9-f114-4fea-9a40-e30e79d0f8da,1.09,unsure,"该研究属于口腔种植领域的原创研究，但摘要仅提及使用""metrology software program""进行叠加分析，未明确该软件是否为非牙科专用3D软件（如Geomagic、CloudCompare等），信息不足无法判断。",无,无,无
492,PVA-based formulations as a design-technology platform for orally disintegrating film matrices.,"In the majority of pharmaceutical applications, polymers are employed extensively in a diverse range",2026-09-10 20:44:10,deepseek-flash,acd55c14-4af0-4402-813f-aec9bb4fc59c,1.07,exclude,该文献研究口腔崩解膜（ODF）的药物递送制剂，属于药学/制药领域，与口腔医学临床实践或研究无关；且未涉及口腔医学范畴。,无,无,无
493,Evaluation of the Trueness and Precision of a Simplified Method for Transferring the Relationship of the Maxillary Plane and Transverse Hinge Axis to Virtual Articulators.,BACKGROUND: The digital transfer of data for establishing the maxillary occlusal plane and condylar ,2026-09-10 20:44:10,deepseek-flash,3ef5acfb-9fba-4041-9142-c316710f986c,1.13,unsure,"该文献属于口腔修复（虚拟牙合架）领域，但摘要仅提及""CAD software""，未明确说明所用3D软件是否为非牙科专用软件，信息不足，无法判断是否符合Concept标准。",无,无,无
495,Point-annotation supervision for robust 3D pulmonary infection segmentation by CT-based cascading deep learning.,"Infected region segmentation is crucial for pulmonary infection diagnosis, severity assessment, and ",2026-09-10 20:44:10,deepseek-flash,30ee0256-24de-4995-b7a9-f38955e2f1ee,0.91,exclude,该文献研究的是肺部感染（pulmonary infection）的CT影像分割，属于呼吸系统/放射学领域，与口腔医学无关。,无,无,无
496,Development of Motion Detection Algorithm Using 3d Sensors for Patient Monitoring Support Service System.,"With the aging of the overall patient population, the incidence of patients developing delirium duri",2026-09-10 20:44:10,deepseek-flash,22cb536e-f9d6-42bb-b4fa-d93812676fc4,0.73,exclude,该文献为利用3D传感器进行患者监护（跌倒、拔管等）的护理监测系统研究，与口腔医学无关，且未涉及任何口腔医学范畴。,无,无,无
491,How the geometry of the scan body affects the accuracy of digital impressions in implant supported prosthesis. In vitro study.,BACKGROUND: To determine and compare how three-dimensionally accurate scan bodies of different geome,2026-09-10 20:44:10,deepseek-flash,4413b0e0-fa95-4177-90dd-d5b3fb9b7a30,1.61,unsure,该文献属于口腔种植领域的体外研究，涉及数字化印模与STL文件比对，但摘要未明确说明使用了何种3D处理软件，无法判断是否使用了非牙科专用3D软件（如用于STL比对的Best-Fit分析软件），故需进入全文复核。,无,无,无
