序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
647,Digital fabrication of removable partial dentures made of titanium alloy and zirconium silicate micro-ceramic using a combination of additive and subtractive manufacturing technologies,Purpose This paper aims to present a new design for removable partial dentures (RPDs) for partially ,2026-09-10 20:31:46,deepseek-flash,781c2cd7-0b87-49d8-8e0a-ff8af17fbfaf,1.23,unsure,该文献属于口腔修复（可摘局部义齿）领域的原创病例研究，符合人群与文献类型要求，但摘要仅提及CAD/CAM及3D打印，未明确说明所使用的具体软件是否为非牙科专用3D软件，信息不足，需全文复核。,无,无,无
643,Augmented reality presentation system of skeleton image based on biomedical features,Aimed at limitations in the description and expression of three-dimensional (3D) physical informatio,2026-09-10 20:31:46,deepseek-flash,aa6dc4b6-6331-4324-b6bd-8db7cc9778a2,1.67,exclude,该文献聚焦于骨骼CT图像的三维重建与增强现实呈现系统，属于通用医学影像/计算机图形学研究，摘要未涉及任何口腔医学（牙科）临床或研究内容，明确与口腔医学无关。,无,无,无
649,Biomechanical effects of inclined implant shoulder design in all-on-four treatment concept: a three-dimensional finite element analysis,Objectives: The aim of the present study was to assess the biomechanical behaviour of using a poster,2026-09-10 20:31:46,deepseek-flash,73214783-2bac-4f55-a37a-3eb17d4d3167,1.23,unsure,该文献属于口腔种植领域的有限元分析研究，但摘要未提及具体使用的3D建模或分析软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），需进入全文复核确认。,无,无,无
651,Methods of Evaluating Adaptation and Accuracy of Additive Manufactured Removable Partial Dentures: A Scoping Review,This study aimed to provide a comprehensive review of various recent methods that can be used to ass,2026-09-10 20:31:46,deepseek-flash,68135b55-9fa5-4c81-a5bf-34c1595b1061,0.87,exclude,"标题明确标注为""Scoping Review""，属于综述类文献，不符合纳入标准中""原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
652,A Deep Learning Framework for Segmenting Brain Tumors Using MRI and Synthetically Generated CT Images,"Multi-modal three-dimensional (3-D) image segmentation is used in many medical applications, such as",2026-09-10 20:31:47,deepseek-flash,da5a00b5-37ff-4fd3-b47a-12bc7e88431a,0.95,exclude,该文献研究脑肿瘤分割，明确与口腔医学无关，属于纯神经外科/神经影像领域。,无,无,无
655,Assessing the spatial relationship between mandibular third molars and the inferior alveolar canal using a deep learning-based approach: a proof-of-concept study,Background The distance between the mandibular third molar (M3) and the mandibular canal (MC) is a k,2026-09-10 20:31:47,deepseek-flash,8053e6ad-db76-446d-abc4-b8eda13171cb,0.9,unsure,该研究属于口腔颌面放射/外科领域，涉及CBCT三维重建与空间距离测量，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），无法据此排除，需全文复核确认。,无,无,无
653,Influence of prosthesis type and intraoral scanner-based extraoral scanning protocol on the passive fit of CAD-CAM verification devices,PurposeTo evaluate the impact of different complete-arch digital scanning techniques and prosthesis ,2026-09-10 20:31:47,deepseek-flash,117ca15f-b64a-4beb-a4cb-16484a20307b,1.12,unsure,该文献属于口腔种植领域的原创研究，涉及CAD-CAM数字化扫描工作流程，但摘要未明确说明使用了何种具体3D软件（可能涉及口外扫描数据处理软件），无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
654,Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,Accurate registration is vital to transfer the virtual surgical plan during surgery. This study's go,2026-09-10 20:31:47,deepseek-flash,8cd5a0be-b06c-4c00-a862-b0120246ce86,1.03,unsure,"该文献属于口腔颌面外科领域，涉及虚拟手术规划与导航配准，但摘要仅提及""专用正颌手术软件""，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。",无,无,无
650,Design and fabrication of an interim fi xed restoration with an open-source nondental CAD software program and additive manufacturing: A technical report,This technique aimed to identify the potential of an open-source software program and to present the,2026-09-10 20:31:47,deepseek-flash,f779ce06-0ba5-4199-86f7-f948a1912611,1.46,include,标题和摘要明确表明使用开源非牙科CAD软件（open-source nondental CAD software）设计并制作临时固定修复体，属于口腔修复学原创技术报告，符合纳入标准。,开源非牙科CAD软件（open-source nondental CAD software program），用于设计单颗临时冠，包括定义边缘、设定粘接间隙、虚拟建模及通过颜色映射检查邻接和咬合接触,口腔修复学（固定修复）,临时固定修复体（单颗临时冠）的设计与增材制造
656,A Finite Element Analysis Study of Edentulous Model with Complete Denture to Simulate Masticatory Movement,The purposes of this study are to establish and validate a finite element (FE) model using finite el,2026-09-10 20:31:47,deepseek-flash,babacccd-67d8-4d4f-ab2e-8afd8e8fcf9f,1.22,unsure,"该研究属于口腔修复领域，使用有限元分析（FEA）方法，但摘要仅提及""dental computer-aided design software""设计义齿，未明确说明是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等工程软件进行有限元分析），信息不足，无法明确判断。",无,无,无
660,Enhancing preclinical dental education through a VR-based digital platform for inlay tooth preparation,"Background While virtual reality (VR) is increasingly applied in dental education, most existing VR ",2026-09-10 20:31:48,deepseek-flash,92a0e775-5997-42bc-9d85-c38100819704,0.74,unsure,"该文献属于口腔医学（修复/牙体预备教学）范畴，但摘要仅提及""3D数字平台""和VR，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。",无,无,无
657,"In Vitro Evaluation of Accuracy of CBCT-Derived Volumes in Maxillary Defects: Effects of kVp, Device, and Software",Objectives: This study aimed to evaluate the accuracy of CBCT-based volumetric measurements of maxil,2026-09-10 20:31:48,deepseek-flash,592d870a-dda2-4d76-bb44-b84330051eff,1.31,include,该研究属于口腔颌面医学范畴，使用非牙科专用3D软件（ITK-SNAP、3D Doctor）进行CBCT体积测量与分割分析，符合纳入标准。,ITK-SNAP 4.2.2（用于CBCT图像分割与体积计算）；3D Doctor 4.0（用于体积计算）,口腔颌面外科/口腔放射学（上颌骨缺损）,CBCT衍生体积测量的准确性评估，用于术前规划与术后评估
658,Biomechanical comparison of different prosthetic materials and posterior implant angles in all-on-4 treatment concept by three-dimensional finite element analysis,The study aimed to evaluate the biomechanical behaviors of different prosthetic materials and poster,2026-09-10 20:31:48,deepseek-flash,eb4430c5-0b81-43a9-b967-ba94ad078128,1.37,include,该研究属于口腔种植修复领域，摘要明确使用Rhinoceros和VRMesh Studio等非牙科专用3D软件进行建模和三维有限元分析，符合纳入标准。,Rhinoceros（三维建模）、VRMesh Studio（三维建模/网格处理），用于构建无牙上颌模型及修复体结构,口腔种植修复（All-on-4种植支持固定修复）,三维有限元分析，评估不同修复材料及后牙种植体角度下的生物力学应力分布
661,Comparison of marginal and internal fit of 10-unit fixed dental prostheses fabricated from cobalt chromium alloys or zirconia ceramics using digital workflows,Statement of problem. Long-span fixed dental prostheses (FDPs) can be challenging to fabricate with ,2026-09-10 20:31:48,deepseek-flash,21b928d0-3799-4e42-91a4-ce84209eee33,1.16,unsure,该研究属于口腔修复学领域的原创体外研究，涉及数字化工作流程（扫描、CAD-CAM），但摘要未明确说明所使用的具体软件名称，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
662,2D-to-3D: Predicting three-dimensional (3D) cephalometric measurements from two conventional X-ray images,The use of computed tomography (CT) or cone-beam CT (CBCT) enables three-dimensional (3D) cephalomet,2026-09-10 20:31:48,deepseek-flash,e02f991a-c5ed-49ab-8aea-86aa4f78bb0d,1.11,include,该研究属于口腔正畸/颌面放射领域的头影测量研究，明确使用非牙科专用3D软件MATLAB进行3D标志点预测与测量计算，符合纳入标准。,MATLAB（MathWorks）——用于基于图像配准的方法预测3D头影测量标志点并计算头影测量值,口腔正畸学/颌面放射学（头影测量分析）,从两张常规X线图像（侧位和正位）融合构建3D头影测量框架，预测3D标志点并进行三维头影测量分析
659,A Tooth Segmentation Method Based on Multiple Geometric Feature Learning,Tooth segmentation is an important aspect of virtual orthodontic systems. In some existing studies u,2026-09-10 20:31:48,deepseek-flash,146c2116-e0b5-45ac-a918-ee8eb2c47124,1.58,unsure,该文献属于口腔正畸领域的牙齿分割研究，但摘要未提及具体使用的软件名称，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
663,LRVRG: a local region-based variational region growing algorithm for fast mandible segmentation from CBCT images,Objectives To segment the mandible from cone-beam computed tomography (CBCT) images efficiently and ,2026-09-10 20:31:48,deepseek-flash,a2ba8214-ff07-4a21-9d06-8c1cf0f764b4,1.28,unsure,该文献属于口腔颌面影像领域，涉及下颌骨CBCT图像分割与3D模型重建，但摘要未明确说明所使用的软件工具，无法判断是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），需进入全文复核。,无,无,无
666,Sex and age biological variation of the mandible in a Portuguese population- a forensic and medico-legal approaches with three-dimensional analysis,The medico-legal identification is based on a set of discriminatory characteristics between individu,2026-09-10 20:31:48,deepseek-flash,35a1f638-caab-431a-a5c6-bdedd687f34b,0.81,unsure,该文献属于法医口腔领域，涉及下颌骨3D分析，符合口腔医学范畴；但摘要未明确说明使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
665,Flexural strength and mode of failure of interim implant- supported fixed dental prostheses following different conversion techniques and structural reinforcement,Statement of problem. Challenges persist with conventional polymethyl methacrylate (PMMA) prosthetic,2026-09-10 20:31:49,deepseek-flash,4259c3c7-dad4-4b13-9d5c-e9b2066f4f30,0.99,unsure,该文献属于口腔种植修复领域的体外研究，符合人群与文献类型要求，但摘要仅提及CAD-CAM，未明确说明是否使用了非牙科专用3D软件，信息不足，需全文复核。,无,无,无
664,Influence of Scanner Precision and Analysis Software in Quantifying Three-Dimensional Intraoral Changes: Two-Factor Factorial Experimental Design,Background: Three-dimensional scans are increasingly used to quantify biological topographical chang,2026-09-10 20:31:49,deepseek-flash,cd0f8751-4778-4a16-a0d2-6d35d0891612,1.59,include,该研究属于口腔医学（牙体磨损）领域，明确使用了非牙科专用3D分析软件Geomagic Control（工程逆向软件）和WearCompare进行三维变化定量分析，文献类型为原创研究，符合纳入标准。,Geomagic Control（3D Systems，工程逆向/检测软件，用于三维体积变化定量分析）；WearCompare（免费软件，用于三维磨损分析）,牙体牙髓/口腔修复（牙体磨损监测）,定量分析口内扫描与激光轮廓测量获取的牙体三维磨损变化，比较不同扫描仪与软件的测量结果
667,Effect of Palatal Vault Depth on the Trueness of Metal Laser-Sintered and Cast Cobalt-Chromium Removable Partial Denture Frameworks,Purpose This in vitro study compared the trueness of removable partial denture cobalt-chromium (Co-C,2026-09-10 20:31:49,deepseek-flash,e61b5ba5-876e-4ae2-a481-204d1739412b,1.11,unsure,"该研究属于口腔修复领域，涉及3D扫描与STL文件叠加分析，但摘要仅提及""CAD software""和""3D printer""，未明确说明所用软件是否为非牙科专用3D软件，信息不足无法判断。",无,无,无
668,Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study,Purpose: To investigate the trueness and marginal fit of computer-aided design-computer-aided manufa,2026-09-10 20:31:49,deepseek-flash,dee96ddd-b1c6-4f97-872f-f3b22ca648aa,0.9,unsure,该研究属于口腔种植修复领域，涉及CAD-CAM框架的3D数字化设计与偏差分析，但摘要未明确说明使用了何种具体软件，无法判断是否使用了非牙科专用3D软件（如工业扫描软件、逆向工程软件等），需全文复核确认。,无,无,无
669,A Novel Framework for Optimizing Peri-Implant Soft Tissue in Subcrestally Placed Implants in Single Molar Cases: Integrating Transitional and Subcrestal Zones for Biological Stability,Background/Objectives: The peri-implant soft tissue seal is crucial for the long-term success of sub,2026-09-10 20:31:49,deepseek-flash,2ccbae91-c4c9-4c30-bbc9-8a4cd99d3c27,1.02,unsure,该文献属于口腔种植领域，涉及三维软组织分析和CBCT影像，但摘要未明确提及是否使用了非牙科专用3D软件（如3D Slicer、Mimics、Blender等），信息不足，无法明确判断。,无,无,无
670,Formulation and evaluation of semi-solid extrusion (SSE) 3D-printed drug preparations using poloxamers and polyethylene oxide as co-printed carrier polymers,Semi-solid extrusion (SSE) 3D printing offers a versatile platform for preparing personalised pharma,2026-09-10 20:31:49,deepseek-flash,741d4343-602c-4b7a-9e1b-5d6ef96de068,1.16,exclude,该文献研究的是半固体挤出（SSE）3D打印药物制剂（口服片剂/网格），属于药学/制药领域，与口腔医学临床实践或研究无关。,无,无,无
673,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,Objectives: This study aimed to evaluate the shear bond strength and failure behavior between cobalt,2026-09-10 20:31:49,deepseek-flash,cf608301-4b6f-45c6-ac20-a55e013ffe1c,0.83,unsure,该研究属于口腔修复学领域，涉及3D打印技术，但摘要仅提及3D打印机（SLM和DLP技术），未明确说明是否使用了非牙科专用3D软件进行数据处理、分析或建模，信息不足无法判断。,无,无,无
671,Volumetric and Morphological Analysis of Mandibular Condyles of Angle Class 2 and 3 Malocclusion Patients,This study was conducted to provide diametric and volumetric data of mandibular condyles from patien,2026-09-10 20:31:50,deepseek-flash,b8fbdb84-cf1a-446c-bd41-eda63c29ebf9,1.24,include,该研究属于口腔正畸领域，明确使用了非牙科专用3D软件ITK-SNAP进行髁突的三维分割与体积/形态测量，符合纳入标准。,ITK-SNAP（开源医学影像分割软件），用于对CBCT图像中下颌髁突进行半自动分割及三维体积和形态测量。,口腔正畸学（Angle 2类和3类错𬌗畸形患者下颌髁突分析）。,基于CBCT的三维图像分割与髁突体积、直径的定量形态学分析。
672,A Novel Approach to Repositioning and Stabilization of a Luxated Tooth With Displacement Using a 3D Printed Guide,The management of traumatic dental injury aims at functional and esthetic rehabilitation. After luxa,2026-09-10 20:31:50,deepseek-flash,2cc87703-a7b4-46db-9239-a063c25ab3e3,1.5,include,该文献为病例报告，涉及口腔牙外伤（脱位牙复位），使用了医学影像处理软件进行CBCT数据分割与虚拟规划并3D打印导板，属于非牙科专用3D软件在口腔医学中的应用，符合纳入标准。,医学影像处理软件（medical image processing software，用于CBCT数据分割与虚拟规划）；3D打印导板设计软件（用于设计并打印复位导板）,牙体牙髓/牙外伤（口腔医学）,脱位牙的复位与固定（3D打印导板辅助复位及夹板固定）
675,Image quality and radiation dose assessment of Thai - made 2D and 3D dental extraoral imaging scanners,"In comparison to conventional medical computed tomography (CT), cone-beam CT (CBCT) has become widel",2026-09-10 20:31:50,deepseek-flash,4da9920e-134f-4fa0-811a-e0e0517423cc,1.14,unsure,"该研究属于口腔颌面影像领域，涉及CBCT图像重建算法，但摘要未明确说明是否使用了非牙科专用3D软件（如GPU重建可能基于通用计算平台或自研算法），信息不足以判断是否符合""非牙科专用3D软件""这一核心纳入标准。",无,无,无
676,Three-dimensional evaluation of the transfer accuracy of a bracket jig fabricated using computer-aided design and manufacturing to the anterior dentition: An in vitro study,Objective: To evaluate the accuracy of a one-piece bracket jig system fabricated using computer-aide,2026-09-10 20:31:50,deepseek-flash,ffb0691b-e385-4e55-9778-2951529b3637,1.24,unsure,该文献属于口腔正畸领域的原创体外研究，符合人群与文献类型要求，但摘要仅提及使用CAD/CAM技术，未明确说明是否使用了非牙科专用3D软件（如用于3D数字叠加分析的软件），信息不足无法判断。,无,无,无
677,Two step approach for detecting and segmenting the second mesiobuccal canal of maxillary first molars on cone beam computed tomography (CBCT) images via artificial intelligence,AimThe purpose of this study was to assess the accuracy of a customized deep learning model based on,2026-09-10 20:31:50,deepseek-flash,14bd7c4c-2919-4f28-894f-49f524864441,1.13,include,该研究属于口腔医学（牙体牙髓/放射）领域，摘要明确提及使用非牙科专用3D软件3D Slicer进行图像裁剪与分割，文献类型为原创研究，符合纳入标准。,3D Slicer——用于裁剪和分割上颌第一磨牙近中颊根根管（CBCT图像处理）,牙体牙髓病学/口腔放射学,基于CBCT图像对上颌第一磨牙第二近中颊根管（MB2）进行检测与分割的人工智能模型训练
674,Utilization of Tenting Pole Abutments for the Reconstruction of Severely Resorbed Alveolar Bone: Technical Considerations and Case Series Reports,Introduction: Although various surgical techniques have been utilized in the reconstruction of sever,2026-09-10 20:31:50,deepseek-flash,8aed35ef-8407-4def-842a-9f1563aaa61a,1.47,unsure,"该文献属于口腔种植/颌面外科领域的原创病例系列报告，符合人群与文献类型要求，但摘要未提及是否使用了任何3D软件（非牙科专用或牙科专用），无法明确判断是否符合""非牙科专用3D软件""这一核心概念。",无,无,无
678,Development and implementation of a three-dimensional (3D) printing elective course for health science students,"Three-dimensional (3D) printing technology has become more affordable, accessible, and relevant in h",2026-09-10 20:31:50,deepseek-flash,950dbf0b-da83-4fb3-8a34-00c4982ad4b9,1.17,exclude,该文献为面向健康科学学生的3D打印选修课程的教学研究，属于教育教学类文献，而非口腔医学临床实践或研究，且未涉及口腔医学任何学科。,无,无,无
680,Is Additive Manufacturing of Dental Zirconia Comparable to Subtractive Methods When Considering Printing Orientation and Layer Thickness? A Systematic Review and Meta-Analysis,ObjectiveThe aim of this systematic review and meta-analysis was to determine whether the production,2026-09-10 20:31:51,deepseek-flash,c9fcd004-82c6-46e7-97e2-d244eb181ccb,1.16,exclude,该文献标题和摘要明确表明其为系统综述与Meta分析（Systematic Review and Meta-Analysis），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
679,Registration of magnetic resonance and computed tomography images in patients with oral squamous cell carcinoma for three-dimensional virtual planning of mandibular resection and reconstruction,The aim of this study was to evaluate and present an automated method for registration of magnetic r,2026-09-10 20:31:51,deepseek-flash,6c56f243-03eb-4152-9fd3-3b1c186a97eb,1.23,unsure,该研究属于口腔颌面外科范畴，涉及MRI与CT/CBCT影像的三维虚拟手术规划，但摘要未明确提及所使用的软件名称，无法判断是否使用了非牙科专用3D软件。,无,无,无
681,Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,Three-dimensional radiological evaluation through cone beam computer tomography is essential in diag,2026-09-10 20:31:51,deepseek-flash,8ba2f8f6-76b9-40bd-a298-aa851d6baa9e,0.97,unsure,该文献属于口腔颌面外科/正畸领域的原创研究（试点研究），涉及3D模型创建与AR技术，但摘要中仅提及VisLab AR软件，未明确说明是否使用了非牙科专用3D软件（如用于CBCT分割或3D建模的软件），信息不足，需全文复核。,无,无,无
682,A Novel Virtual Planned-Orthodontic-Surgical Approach for Proportional Condylectomy in Condylar Hyperplasia,Background/Objectives: Condylectomy is a delicate and intricate procedure commonly employed in the m,2026-09-10 20:31:51,deepseek-flash,629819b7-48b8-418d-8f37-0253ac2bc7ae,1.13,unsure,"该文献属于口腔颌面外科领域，涉及虚拟手术规划与CAD-CAM，但摘要仅提及""NEMOFAB Software""，无法明确判断其是否为非牙科专用3D软件，信息不足需全文复核。",无,无,无
684,Computational pathology-based artificial intelligence platform for the identification of common oral potentially malignant disorders,Objectives Oral potentially malignant disorders (OPMDs) refer to a group of significant precursor le,2026-09-10 20:31:51,deepseek-flash,f2016572-03ee-47cd-8480-f326e9a92193,0.93,exclude,"该文献为基于计算病理学与深度学习的口腔潜在恶性疾患诊断研究，属于口腔医学范畴，但摘要中未涉及任何3D软件或3D数据处理、建模，明确不符合""使用非牙科专用3D软件""的核心概念。",无,无,无
685,SPMMSegNet: self-parameterization multi-scale mesh segmentation network for tooth identification,Automatic full-arch tooth segmentation and identification from intraoral scan (IOS) meshes is a fund,2026-09-10 20:31:51,deepseek-flash,4195379b-fc9b-4bc5-9bc3-deb25a898223,1.06,unsure,该文献属于口腔医学（正畸/修复）范畴，涉及3D网格分割与建模，但摘要未明确说明是否使用了非牙科专用3D软件，无法据此排除，需进入全文复核。,无,无,无
688,Revolutionizing Dental Implant Research: A Systematic Review on Three-Dimensional In Vitro Models,Dental implants have been clinically used for almost five decades with high success rates. In vitro ,2026-09-10 20:31:51,deepseek-flash,5ef61707-9a30-4871-86b3-225a963658cb,0.67,exclude,"标题明确标注为""Systematic Review""（系统综述），属于非原创研究类型，不符合纳入标准中的文献类型要求。",无,无,无
686,Automatic segmentation of the midfacial bone surface from ultrasound images using deep learning methods,"With developments in computer science and technology, great progress has been made in three-dimensio",2026-09-10 20:31:52,deepseek-flash,6825f9be-500f-496f-8dc1-38762c86bf10,1.08,unsure,该研究涉及口腔颌面（midface）骨表面的3D超声建模，属于口腔医学范畴，但摘要仅提及深度学习分割算法，未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等）进行3D重建或数据处理，信息不足无法判断。,无,无,无
689,Synchrotron microtomography applied to the volumetric analysis of internal structures of Thoropa miliaris tadpoles,"Amphibians are models for studying applied ecological issues such as habitat loss, pollution, diseas",2026-09-10 20:31:52,deepseek-flash,b4740d4b-d6f1-48a5-ab59-0a233c9eef56,1.08,exclude,该文献研究对象为两栖动物（Thoropa miliaris蝌蚪）的发育形态学，与口腔医学无任何关联，明确不属于本综述的Population范畴。,无,无,无
687,Impact of marginal defects on the accuracy of automated finish line detection in tooth preparation,Aim: The present study aimed to evaluate the accuracy of automated detection of preparation finish l,2026-09-10 20:31:52,deepseek-flash,18083086-e63a-4207-8aac-015dd001437a,1.37,unsure,"该文献属于口腔修复（CAD/CAM）领域，但摘要仅提及""CAD software""，未明确说明使用的是牙科专用软件还是非牙科专用3D软件，无法据此判断是否符合""非牙科专用3D软件""这一核心纳入标准。",无,无,无
683,Prediction of the bone volume for sinus augmentation through 3-dimensional analysis,Background/purpose: No consensus has been established regarding the exact amount of bone grafting in,2026-09-10 20:31:52,deepseek-flash,b7024aac-2ca3-4c7e-b389-c8a2fbdadb87,1.91,include,该研究属于口腔医学（上颌窦提升/种植）领域，明确使用了非牙科专用3D软件3D Slicer进行三维图像处理与体积测量，为原创研究，符合纳入标准。,3D Slicer（医学影像三维处理软件），用于测量上颌窦提升的骨增量体积（AV）,口腔种植/颌面外科（上颌窦提升术）,通过三维分析预测上颌窦提升所需的最小骨移植体积，并分析影响增量体积的因素
691,Computational hybrid analysis of drug diffusion in three-dimensional domain with the aid of mass transfer and machine learning techniques,Molecular diffusion of drugs is of major importance for development and understanding drug delivery ,2026-09-10 20:31:52,deepseek-flash,071593c4-c88f-4fd9-9f56-61db553d2627,1.09,exclude,该文献研究药物在三维空间中的扩散建模，属于药物递送/化学工程领域，与口腔医学无关，且未涉及任何口腔临床或研究内容。,无,无,无
690,Machine-Learning-Based Spectral Modeling: A Biomimetic Guide for Enhancing Esthetics,ObjectiveTo provide guidelines and means for optimal coverage and distribution of computer models wi,2026-09-10 20:31:52,deepseek-flash,0106ec05-ef6a-4e26-8e37-5e72bb30a353,1.17,unsure,该文献属于口腔医学（牙科色彩/修复美学）范畴，但摘要仅提及MATLAB等计算工具，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
692,Emerging Technologies in the Treatment of Orbital Floor Fractures: A Systematic Review,"Background and Objectives: Orbital floor fractures are challenging to treat, due to the complex orbi",2026-09-10 20:31:52,deepseek-flash,2c70640e-79dd-4561-ba8d-c827f90a1145,1.03,exclude,"标题明确标注为""Systematic Review""（系统综述），属于非原创研究类型，不符合纳入标准中""同行评审的原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
693,Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,The application of 3D imaging is at its cusp in craniofacial diagnosis and treatment planning. Howev,2026-09-10 20:31:52,deepseek-flash,2fe153f7-bff0-48ba-99dd-d6792a2af15a,1.08,unsure,"该文献属于口腔颌面外科领域，涉及CBCT三维影像分析，但摘要未明确提及使用了何种软件（仅提到""high-throughput computing algorithm""和""surgical simulation software""），无法判断是否使用了非牙科专用3D软件，需进入全文复核。",无,无,无
694,A mixed reality-based navigation method for dental implant navigation method: A pilot study,This in vitro study aimed to put forward the development and investigation of a novel Mixed Reality ,2026-09-10 20:31:53,deepseek-flash,306fed91-79f7-48f7-965a-37d9c11483dd,1.33,unsure,"该研究属于口腔种植领域，涉及3D重建与导航系统开发，但摘要仅提及""a software system was developed""，未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足无法判断。",无,无,无
696,Inter- and intraindividual variability in virtual single-tooth implant positioning,Objectives: The purpose of this prospective study was to determine the inter- and intraindividual va,2026-09-10 20:31:53,deepseek-flash,453f69e6-252d-4d0a-9519-158f67b3fec5,1.03,unsure,"该研究属于口腔种植领域，涉及虚拟种植体定位的3D偏差分析，但摘要仅提及""specialized software planning""和""software algorithm""，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。",无,无,无
695,Dynamic energy control in photopolymerization: Achieving uniform overcure and high dimensional accuracy for dental applications,The increasing adoption of photopolymerization-based resin composites in medical manufacturing has p,2026-09-10 20:31:53,deepseek-flash,11816077-a4c1-4ed2-944f-0d3a5fbd701d,1.09,unsure,该文献属于口腔医学（正畸、牙科模型制造）范畴，但摘要未明确提及是否使用了非牙科专用3D软件，无法据此排除其可能性，需进入全文复核。,无,无,无
701,A Three-Year Prospective Study Comparing Stereolithography Printed Models to Classical Impression and Plaster Cast Models in Orthodontic Therapy: A 3D Objectification Approach,The integration of computational intelligence and augmented reality has become increasingly prevalen,2026-09-10 20:31:53,deepseek-flash,7fb6fda0-9c36-48d4-aa3d-e612784de45b,0.82,unsure,该文献属于口腔正畸领域的前瞻性原创研究，符合人群与文献类型要求，但摘要仅提及使用实验室扫描仪和ICP算法进行3D模型配准分析，未明确说明是否使用了非牙科专用3D软件（如通用逆向工程或点云处理软件），信息不足无法判断。,无,无,无
698,"Integration of imaging modalities in digital dental workflows - possibilities, limitations, and potential future developments","The digital workflow process follows different steps for all dental specialties. However, the main i",2026-09-10 20:31:53,deepseek-flash,5e94326d-7f8d-4e88-85db-5d70fface222,1.02,unsure,摘要讨论了口腔数字工作流程中的影像链整合，属于口腔医学范畴，但未明确提及是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
699,Personalized 3D-printed TDM/ZrO2 scaffolds laden with iPSC-derived SOX9+sclerotomal progenitors for functional osteochondral regeneration,Osteochondral defects resulting from trauma or degenerative diseases are challenging to treat due to,2026-09-10 20:31:53,deepseek-flash,79451ebf-5caa-4e8f-beb1-116898cacb31,1.11,exclude,该研究为骨软骨缺损修复的组织工程研究，属于骨科/再生医学范畴，与口腔医学无关；虽使用了3D生物打印技术，但未涉及口腔医学任何学科。,无,无,无
697,Accuracy of dynamic computer-assisted implant surgery in fully edentulous patients: An in vitro study,Objectives: To compare miniscrew versus bone tracing registration methods on dental implant placemen,2026-09-10 20:31:54,deepseek-flash,066416d4-9ee2-43f4-9d2e-3c0350e179d6,1.46,unsure,该研究属于口腔种植领域，涉及动态计算机辅助种植手术（d-CAIS）及CBCT数据叠加分析，但摘要未明确说明是否使用了非牙科专用3D软件（如用于CBCT叠加或精度分析的第三方软件），信息不足，无法明确判断。,无,无,无
700,Comparison of Fracture Load of the Four Translucent Zirconia Crowns,"Recently, translucent zirconia has become the most prevalent material used as a restorative material",2026-09-10 20:31:54,deepseek-flash,fef108b8-2b9a-4dc6-ae57-516127056b28,1.49,include,该研究属于口腔修复学领域，摘要明确提及使用AutoCAD软件进行全瓷冠的数字化设计，AutoCAD为非牙科专用3D软件，符合纳入标准。,AutoCAD（用于数字化设计全瓷冠的牙体预备）；3Shape TRIOS Patient Monitoring（用于制备牙模STL文件）；3D Sprint Client（用于3D打印牙模）,口腔修复学（全瓷冠/氧化锆冠）,数字化设计全瓷冠牙体预备模型，用于后续3D打印和断裂载荷测试
703,"Influence of silica nanoparticle sedimentation on the mechanical, surface properties and trueness of DLP-printed dental resin",Objectives This study investigated the gravitational sedimentation of silica nanoparticles in DLP-pr,2026-09-10 20:31:54,deepseek-flash,25bf0643-a142-46bc-a793-d0b2f3047130,0.83,unsure,该文献属于口腔医学（修复/3D打印牙科树脂）范畴，文献类型为原创研究，但摘要未提及是否使用了非牙科专用3D软件（如用于打印真度分析的数字化叠加软件），无法明确判断是否符合Concept标准。,无,无,无
