file,match_idx,score,matched,_idx,Title_clean,Key,AI分类,在最终613,是否最终613
De Pasquale 等 - 2022 - A Low-Cost Wireless Bite Force Measurement Device..pdf,1467.0,100.0,True,1467.0,A Low-Cost Wireless Bite Force Measurement Device,B8ZTR89F,exclude,False,False
De Sales 等 - 2021 - Guided Surgery with 3D Printed Device A Case Report.pdf,849.0,100.0,True,849.0,Guided Surgery with 3D Printed Device: A Case Report,UZEPFW5V,exclude,False,False
de Souza 等 - 2026 - A multimodal explainable ai framework to assist in the differential diagnosis of head and neck react.pdf,1656.0,100.0,True,1656.0,A multimodal explainable ai framework to assist in the differential diagnosis of head and neck reactive follicular hyperplasia and follicular lymphoma: an international multicentre study,IBDZN4D8,exclude,False,False
De Souza 等 - 2026 - Three-dimensional accuracy of in-office aligner therapy a retrospective comparison between planned.pdf,644.0,100.0,True,644.0,Three-dimensional accuracy of in-office aligner therapy: a retrospective comparison between planned and achieved tooth positions,WN2IRATQ,include,False,False
de Vries 等 - 2026 - Periodontium-derived fibroblasts as a model to evaluate inflammation and pharmacological modulation.pdf,1303.0,100.0,True,1303.0,Periodontium-derived fibroblasts as a model to evaluate inflammation and pharmacological modulation of osteogenesis and osteoclast formation,BTMYCI59,exclude,False,False
De-Stefano 等 - 2021 - Unilateral Condylar Hyperplasia A Thee-Dimensional CBCT Morphometric and Volumetric Evaluation of M.pdf,1712.0,100.0,True,1712.0,Unilateral Condylar Hyperplasia: A Thee-Dimensional CBCT Morphometric and Volumetric Evaluation of Mandibular Condyle by Open-Source Softwares,HGU9YKI5,include,True,True
Debener 等 - 2025 - Neural network-based image analysis of co-localized microorganisms and human cells on implant materi.pdf,666.0,100.0,True,666.0,Neural network-based image analysis of co-localized microorganisms and human cells on implant materials,9EM2RZG2,exclude,False,False
Deeban - 2024 - Effectiveness of CAD-CAM Milled Versus DMLS Titanium Frameworks for Hybrid Denture Prosthesis A Nar.pdf,1807.0,100.0,True,1807.0,Effectiveness of CAD-CAM Milled Versus DMLS Titanium Frameworks for Hybrid Denture Prosthesis: A Narrative Review,SUD7BUUE,exclude,False,False
Deferm 等 - 2022 - Soft tissue-based registration of intraoral scan with cone beam computed tomography scan.pdf,1826.0,100.0,True,1826.0,Soft tissue-based registration of intraoral scan with cone beam computed tomography scan,CA3MCA2T,include,True,True
Dehurtevent 等 - 2023 - Effectiveness of a 3D simulation tool to teach the designing of metal removable partial dentures A.pdf,2187.0,100.0,True,2187.0,Effectiveness of a 3D simulation tool to teach the designing of metal removable partial dentures: A mixed-method study,XI5WDDJD,exclude,False,False
Deleat-Besson 等 - 2021 - Automatic Segmentation of Dental Root Canal and Merging with Crown Shape..pdf,28.0,100.0,True,28.0,Automatic Segmentation of Dental Root Canal and Merging with Crown Shape.,WPFWC6I6,include,True,True
Demir和Caglar - 2025 - Biomechanical evaluation of prosthetic framework materials in subperiosteal implants a finite eleme.pdf,1369.0,100.0,True,1369.0,Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,A2IQLI82,include,False,False
Denadai 等 - 2021 - Type of maxillary segment mobilization affects three-dimensional nasal morphology.pdf,851.0,100.0,True,851.0,Type of maxillary segment mobilization affects three-dimensional nasal morphology,3LP7326M,exclude,False,False
Deng 等 - 2020 - An automatic approach to establish clinically desired final dental occlusion for one-piece maxillary.pdf,130.0,100.0,True,130.0,An automatic approach to establish clinically desired final dental occlusion for one-piece maxillary orthognathic surgery.,SK8EHSDL,exclude,True,True
Deng 等 - 2023 - Clinical feasibility of deep learning-based automatic head CBCT image segmentation and landmark dete.pdf,1608.0,100.0,True,1608.0,Clinical feasibility of deep learning-based automatic head CBCT image segmentation and landmark detection in computer- aided surgical simulation for orthognathic surgery,MU6UNASA,exclude,False,False
"Department of Prosthodontics, D.Y. Patil Deemed to be University, School of Dentistry, Navi Mumbai, Maharashtra, India 等 - 2024 - An update on CAD-CAM usage for removable partial denture fabrication A systematic review.pdf",36.0,100.0,True,36.0,An update on CAD-CAM usage for removable partial denture fabrication: A systematic review.,PNHT9ZGI,exclude,False,False
Dere和Fındık - 2026 - Comparison of biomechanical performance of custom implants with different designs under functional l.pdf,135.0,100.0,True,135.0,Comparison of biomechanical performance of custom implants with different designs under functional load: a finite element analysis.,7QDPDBCV,include,False,False
Desai 等 - 2023 - Three-Dimensional FEA Analysis of the Stress Distribution on Titanium and Graphene Frameworks Suppor.pdf,1602.0,100.0,True,1602.0,Three-Dimensional FEA Analysis of the Stress Distribution on Titanium and Graphene Frameworks Supported by 3 or 6-Implant Models,TQG3WKJX,include,True,True
Desai 等 - 2025 - Estimation of centers of rotation of the maxillary incisors during nonextraction space closure using.pdf,1280.0,100.0,True,1280.0,Estimation of centers of rotation of the maxillary incisors during nonextraction space closure using the Invisalign appliance,4ZGWKF9Y,include,True,True
Devaraj 等 - 2020 - Bioimpedance Sensing Surgical Drill – Computational Modelling and Experimental Validation.pdf,2457.0,100.0,True,2457.0,Bioimpedance Sensing Surgical Drill – Computational Modelling and Experimental Validation,KD6XD5UU,include,False,False
Dhall 等 - 2022 - A 3D-Printed Customizable Platform for Multiplex Dynamic Biofilm Studies..pdf,750.0,100.0,True,750.0,A 3D-Printed Customizable Platform for Multiplex Dynamic Biofilm Studies,K9WWSFHG,exclude,False,False
Dhall 等 - 2022 - A 3D‐Printed Customizable Platform for Multiplex Dynamic Biofilm Studies.pdf,750.0,100.0,True,750.0,A 3D-Printed Customizable Platform for Multiplex Dynamic Biofilm Studies,K9WWSFHG,exclude,False,False
Dhamande 等 - 2024 - Transforming Smiles A Case Study on Monolithic Zirconia Prosthetic Solutions.pdf,307.0,100.0,True,307.0,Transforming Smiles: A Case Study on Monolithic Zirconia Prosthetic Solutions.,RTU23HSH,exclude,False,False
Di Bartolomeo 等 - 2023 - Inferior Alveolar Canal Automatic Detection with Deep Learning CNNs on CBCTs Development of a Novel.pdf,1161.0,100.0,True,1161.0,Inferior Alveolar Canal Automatic Detection with Deep Learning CNNs on CBCTs: Development of a Novel Model and Release of Open-Source Dataset and Algorithm,TUE7JTLY,include,False,False
Di Brigida 等 - 2022 - Computer Aided Orthognathic Surgery A General Method for Designing and Manufacturing Personalized C.pdf,1211.0,100.0,True,1211.0,Computer Aided Orthognathic Surgery: A General Method for Designing and Manufacturing Personalized Cutting/Repositioning Templates,B2M3DARR,include,False,False
diagnostics11040688.pdf.pdf,,0.0,False,,,,,False,False
Didziokas 等 - 2024 - BounTI (boundary-preserving threshold iteration) A user-friendly tool for automatic hard tissue seg.pdf,187.0,100.0,True,187.0,BounTI (boundary-preserving threshold iteration): A user-friendly tool for automatic hard tissue segmentation.,T5FJEIPG,include,True,True
Dieguez 等 - 2024 - Three-Dimensional Volumetric Investigation of Onodi Cells A Multi-Slice Computed Tomography Study..pdf,497.0,100.0,True,497.0,Three-Dimensional Volumetric Investigation of Onodi Cells: A Multi-Slice Computed Tomography Study.,YFI6KQ92,exclude,True,True
Diker和Tak - 2021 - Accuracy of Digital Impressions Obtained Using Six Intraoral Scanners in Partially Edentulous Dentit.pdf,1570.0,100.0,True,1570.0,Accuracy of Digital Impressions Obtained Using Six Intraoral Scanners in Partially Edentulous Dentitions and the Effect of Scanning Sequence,Z5PYCCYC,include,True,True
Dimitriadis 等 - 2023 - Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Techno.pdf,1243.0,100.0,True,1243.0,Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Technology for Removable Partial Denture Frameworks,DHQBWA35,exclude,False,False
Dimitriu - 2024 - Research on Advances in Production of Human Dentition and Dental Bridges Using Additive Manufacturin.pdf,2294.0,100.0,True,2294.0,Research on Advances in Production of Human Dentition and Dental Bridges Using Additive Manufacturing (Metal 3D Printing),FEBJG2N6,exclude,False,False
Ding 等 - 2022 - Complete denture fabrication with polyetherketoneketone as a framework material A clinical report..pdf,2216.0,100.0,True,2216.0,Complete denture fabrication with polyetherketoneketone as a framework material: A clinical report,DFXYBNKJ,exclude,True,True
Ding 等 - 2023 - Accuracy of a novel semi-autonomous robotic-assisted surgery system for single implant placement A.pdf,329.0,100.0,True,329.0,Accuracy of a Novel Semi-Autonomous Robotic-Assisted Surgery System for Single Implant Placement: a Case Series.,Y6BWB87N,include,True,True
Ding 等 - 2023 - Artificial intelligence in dentistry-A review..pdf,481.0,100.0,True,481.0,Artificial intelligence in dentistry-A review.,2PWCH3UQ,exclude,False,False
dj9070075.pdf.pdf,,0.0,False,,,,,False,False
dmfr.20200305.pdf.pdf,,0.0,False,,,,,False,False
Doan 等 - 2026 - Comparison of stereolithography (STL) and polygon file format (PLY) for intraoral scans From chairs.pdf,331.0,100.0,True,331.0,Comparison of stereolithography (STL) and polygon file format (PLY) for intraoral scans: From chairside to archive.,5MX98NQ5,include,False,False
Dogan 等 - 2024 - Machine learning assessment of dental age classification based on cone-beam CT images a different a.pdf,303.0,100.0,True,303.0,Machine learning assessment of dental age classification based on cone-beam CT images: a different approach.,P2RSUDHI,exclude,True,True
Dohiem 等 - 2022 - Digital assessment of the accuracy of implant impression techniques in free end saddle partially ede.pdf,1326.0,100.0,True,1326.0,Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,6J23L4DI,include,False,False
Dole 等 - 2026 - Enhancing airway obstruction diagnosis with multimodal 3D shape analysis.pdf,2011.0,100.0,True,2011.0,Enhancing airway obstruction diagnosis with multimodal 3D shape analysis,YTY8B4LH,include,False,False
Dong 等 - 2022 - 3D Registration Method Based On MVFNet And Super4PCS For Nonhomologous Face Pointclouds.pdf,2295.0,100.0,True,2295.0,3D Registration Method Based On MVFNet And Super4PCS For Nonhomologous Face Pointclouds,GMMYW9V7,exclude,False,False
Dong 等 - 2025 - Personalized 3D-printed TDMZrO2 scaffolds laden with iPSC-derived SOX9+sclerotomal progenitors for.pdf,819.0,100.0,True,819.0,Personalized 3D-printed TDM/ZrO2 scaffolds laden with iPSC-derived SOX9+sclerotomal progenitors for functional osteochondral regeneration,WVHHNQX4,exclude,False,False
dos Santos Anjo e Aguero 等 - 2026 - Upper airway volumetry using CBCT a critical review of methodological inconsistencies and open-sour.pdf,1060.0,100.0,True,1060.0,Upper airway volumetry using CBCT: a critical review of methodological inconsistencies and open-source software applications,F5NVNXNI,exclude,False,False
Dos Santos 等 - 2022 - Combining Coaxial Electrospinning and 3D Printing Design of Biodegradable Bilayered Membranes with.pdf,376.0,100.0,True,376.0,Combining Coaxial Electrospinning and 3D Printing: Design of Biodegradable Bilayered Membranes with Dual Drug Delivery Capability for Periodontitis Treatment.,N6CQF3L9,exclude,False,False
Dos Santos 等 - 2022 - Reproducibility of a three-dimensional skeletal-based craniofacial orientation method for virtual su.pdf,1801.0,100.0,True,1801.0,Reproducibility of a three-dimensional skeletal-based craniofacial orientation method for virtual surgical planning,2UKDGZ3I,include,False,False
Dos Santos 等 - 2024 - Hierarchical Chitin Nanocrystal-Based 3D Printed Dual-Layer Membranes Hydrogels A Dual Drug Deliver.pdf,981.0,100.0,True,981.0,Hierarchical Chitin Nanocrystal-Based 3D Printed Dual-Layer Membranes Hydrogels: A Dual Drug Delivery Nano-Platform for Periodontal Tissue Regeneration,977YT8IH,exclude,False,False
Dostalova 等 - 2024 - Imaging and 3D Analysis Based on Two or More Three-Dimensional CBCT Recordings before and after Orth.pdf,1635.0,100.0,True,1635.0,Imaging and 3D Analysis Based on Two or More Three-Dimensional CBCT Recordings before and after Orthodontic Treatment and Maxillofacial Therapy,4BLBU3YQ,include,False,False
Dot 等 - 2020 - Voxel-based superimposition of Cone Beam CT scans for orthodontic and craniofacial follow-up Overvi.pdf,390.0,100.0,True,390.0,Voxel-based superimposition of Cone Beam CT scans for orthodontic and craniofacial follow-up: Overview and clinical implementation.,Q68ZEUCG,unsure,True,True
Dot 等 - 2024 - DentalSegmentator Robust open source deep learning-based CT and CBCT image segmentation.pdf,1181.0,100.0,True,1181.0,DentalSegmentator: Robust open source deep learning-based CT and CBCT image segmentation,AXSX89GF,include,True,True
Drafta 等 - 2025 - DUCU a conceptual framework for AI-driven conversion of smile design to functional wax-up..pdf,73.0,100.0,True,73.0,DUCU: a conceptual framework for AI-driven conversion of smile design to functional wax-up.,K64RLB43,exclude,False,False
du Toit 等 - 2022 - Automatic femoral articular cartilage segmentation using deep learning in three-dimensional ultrasou.pdf,337.0,100.0,True,337.0,Automatic femoral articular cartilage segmentation using deep learning in three-dimensional ultrasound images of the knee.,BBG7VQM6,exclude,False,False
Du 等 - 2022 - Mandibular Canal Segmentation From CBCT Image Using 3D Convolutional Neural Network With scSE Attent.pdf,1740.0,100.0,True,1740.0,Mandibular Canal Segmentation From CBCT Image Using 3D Convolutional Neural Network With scSE Attention,C4RBNK8Y,exclude,False,False
Du 等 - 2026 - AI-driven automation of occlusal surface design in digital prosthodontics a clinically validated wo.pdf,844.0,100.0,True,844.0,AI-driven automation of occlusal surface design in digital prosthodontics: a clinically validated workflow,PWK5Z86Q,exclude,False,False
Duan 等 - 2021 - Refined tooth and pulp segmentation using U-Net in CBCT image..pdf,2117.0,100.0,True,2117.0,Refined tooth and pulp segmentation using U-Net in CBCT image,VJ3W9JV3,exclude,False,False
Duan 等 - 2021 - Refined tooth and pulp segmentation using U-Net in CBCT image.pdf,2117.0,100.0,True,2117.0,Refined tooth and pulp segmentation using U-Net in CBCT image,VJ3W9JV3,exclude,False,False
Duhamel 等 - 2024 - Redescription of three basal anomodonts a phylogenetic reassessment of the holotype of Eodicynodon.pdf,1974.0,100.0,True,1974.0,Redescription of three basal anomodonts: a phylogenetic reassessment of the holotype of Eodicynodon oelofseni (NMQR 2913),IHP5B529,exclude,False,False
Dule 等 - 2026 - Development and Optimization of 3D-Printed Orally Dissolving Films of Vitamin D3 Using a Quality by.pdf,1032.0,100.0,True,1032.0,Development and Optimization of 3D-Printed Orally Dissolving Films of Vitamin D3 Using a Quality by Design Approach,JG3WXI76,exclude,False,False
Dumbryte 等 - 2021 - Three-dimensional non-destructive visualization of teeth enamel microcracks using X-ray micro-comput.pdf,723.0,100.0,True,723.0,Three-dimensional non-destructive visualization of teeth enamel microcracks using X-ray micro-computed tomography,UVASR96M,include,True,True
Dumbryte 等 - 2023 - Teeth Microcracks Research Towards Multi-Modal Imaging..pdf,430.0,100.0,True,430.0,Teeth Microcracks Research: Towards Multi-Modal Imaging.,EIHBUK4U,exclude,False,False
Dumont 等 - 2020 - Patient Specific Classification of Dental Root Canal and Crown Shape..pdf,44.0,100.0,True,44.0,Patient Specific Classification of Dental Root Canal and Crown Shape.,GBKMLEI9,unsure,True,True
Dutta和Barupal - 2026 - Predicting toxicity and bioactivity of the chemical exposome a case study for the blood exposome da.pdf,1883.0,100.0,True,1883.0,Predicting toxicity and bioactivity of the chemical exposome: a case study for the blood exposome database,XGLGTVCV,exclude,False,False
Dzalaeva 等 - 2021 - Rehabilitation of a Patient with Temporomandibular Joint Disorder and Misocclusion Requiring Full Mo-1.pdf,492.0,99.43502824858757,True,492.0,"Rehabilitation of a Patient with Temporomandibular Joint Disorder and Misocclusion Requiring Full Mouth Reconstruction, Based on the Multidisciplinary Approach: A Clinical Case.",3NXYCN68,exclude,False,False
Dzalaeva 等 - 2021 - Rehabilitation of a Patient with Temporomandibular Joint Disorder and Misocclusion Requiring Full Mo.pdf,492.0,100.0,True,492.0,"Rehabilitation of a Patient with Temporomandibular Joint Disorder and Misocclusion Requiring Full Mouth Reconstruction, Based on the Multidisciplinary Approach: A Clinical Case.",3NXYCN68,exclude,False,False
Díez-Montiel 等 - 2024 - Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction a c.pdf,226.0,100.0,True,226.0,Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction: a clinical workflow.,EJE3LUQJ,include,False,False
EC-01-2020-0034.pdf.pdf,,0.0,False,,,,,False,False
Edelmann 等 - 2020 - Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision.pdf,2083.0,100.0,True,2083.0,Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision and Fitting Accuracy,4QDY3R9M,exclude,False,False
Eglenen和Karabiber - 2024 - Comparison of 1- and 3-piece directly 3-dimensional printed indirect bonding trays An in vitro stud.pdf,1813.0,100.0,True,1813.0,Comparison of 1-and 3-piece directly 3-dimensional printed indirect bonding trays: An in vitro study,SE6G5JDN,include,True,True
Eid 等 - 2025 - Comparison of three-dimensional tooth movements in virtual setups using different software packages.pdf,1616.0,100.0,True,1616.0,Comparison of three-dimensional tooth movements in virtual setups using different software packages for clear aligner therapy,E2M3G8UJ,exclude,False,False
ejo%252Fcjz106.pdf.pdf,,0.0,False,,,,,False,False
El Osta 等 - 2024 - Accuracy of conventional impressions and digital scans for implant-supported fixed prostheses in max.pdf,468.0,100.0,True,468.0,Accuracy of conventional impressions and digital scans for implant-supported fixed prostheses in maxillary free-ended partial edentulism: An in vitro study.,7TRUUDTS,exclude,True,True
El Saket 等 - 2026 - Effect of segmentation techniques (manual versus semiautomatic) on the accuracy of the linear measur.pdf,2249.0,100.0,True,2249.0,Effect of segmentation techniques (manual versus semiautomatic) on the accuracy of the linear measurements driven from the reconstructed mandibular condyle using CBCT,REL6ZPC4,include,True,True
El-Beblawy 等 - 2024 - Accuracy of formula-based volume and image segmentation-based volume in calculation of preoperative.pdf,2223.0,100.0,True,2223.0,Accuracy of formula-based volume and image segmentation-based volume in calculation of preoperative cystic jaw lesions' volume,N9ZAH6VU,include,True,True
El-Danasory 等 - 2025 - Dimensional accuracy of different dental CAD software programs in fixed partial denture construction.pdf,2254.0,100.0,True,2254.0,Dimensional accuracy of different dental CAD software programs in fixed partial denture construction: An in vitro study,5F57QTVR,exclude,True,True
El-Okl - 2021 - A 3-D Finite Element Analysis of a Single Implant Retained Overdenture Reinforced with Short Versus.pdf,371.0,100.0,True,371.0,A 3-D Finite Element Analysis of a Single Implant Retained Overdenture Reinforced with Short Versus Long Frameworks.,5V4M8IQL,include,True,True
"El-Sawy 等 - 2025 - Biomechanical effects of digitally constructed titanium, modified polyetheretherketone, and polyethe.pdf",1033.0,100.0,True,1033.0,"Biomechanical effects of digitally constructed titanium, modified polyetheretherketone, and polyetherketoneketone subperiosteal implants on atrophied maxilla: a finite element analysis",ST9LNB5B,include,True,True
El-Sharkawy和Elbasuney - 2020 - Laser induced fluorescence with 2-D Hilbert transform edge detection algorithm and 3D fluorescence i.pdf,477.0,100.0,True,477.0,Laser induced fluorescence with 2-D Hilbert transform edge detection algorithm and 3D fluorescence images for white spot early recognition.,VYNX95B3,exclude,False,False
Elbashti 等 - 2023 - Effect of triangular mesh resolution on the geometrical trueness of segmented CBCT maxillofacial dat.pdf,1469.0,100.0,True,1469.0,Effect of triangular mesh resolution on the geometrical trueness of segmented CBCT maxillofacial data into STL format,LEAIKBNU,include,True,True
"Elbashti 等 - 2025 - An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source-1.pdf",1165.0,99.39393939393939,True,1165.0,"An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source software: A scripting-based technique",YCC6S4PK,include,True,True
"Elbashti 等 - 2025 - An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source.pdf",1165.0,100.0,True,1165.0,"An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source software: A scripting-based technique",YCC6S4PK,include,True,True
"Elbashti 等 - 2025 - Feasibility, trueness and precision of intraoral scanners in digitizing maxillectomy defects with ex.pdf",1737.0,100.0,True,1737.0,"Feasibility, trueness and precision of intraoral scanners in digitizing maxillectomy defects with exposed zygomatic implants in situ: An in vitro 3D comparative study",2JKFABNV,include,True,True
Eldahmy 等 - 2025 - Evaluation of Non-dental open source software in comparison to dental software in construction of di-1.pdf,392.0,99.41520467836258,True,392.0,Evaluation of Non-dental open source software in comparison to dental software in construction of digitally designed partial dentures frameworks.,T4WWA89F,include,True,True
Eldahmy 等 - 2025 - Evaluation of Non-dental open source software in comparison to dental software in construction of di-2.pdf,392.0,99.41520467836258,True,392.0,Evaluation of Non-dental open source software in comparison to dental software in construction of digitally designed partial dentures frameworks.,T4WWA89F,include,True,True
Eldahmy 等 - 2025 - Evaluation of Non-dental open source software in comparison to dental software in construction of di.pdf,392.0,100.0,True,392.0,Evaluation of Non-dental open source software in comparison to dental software in construction of digitally designed partial dentures frameworks.,T4WWA89F,include,True,True
Elgamal 等 - 2025 - Accuracy assessment of removable partial denture frameworks fabricated by selective laser melting us.pdf,2234.0,100.0,True,2234.0,Accuracy assessment of removable partial denture frameworks fabricated by selective laser melting using two different workflows: A cross-over clinical study,VEYNSW2C,exclude,False,False
Elgarba 等 - 2024 - Validation of a novel AI ‐based automated multimodal i.pdf,1779.0,100.0,True,1779.0,Validation of a novel AI-based automated multimodal image registration of CBCT and intraoral scan aiding presurgical implant planning,53KUMU6R,unsure,True,True
Elhadery 等 - 2024 - Adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting t.pdf,1597.0,100.0,True,1597.0,Adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting techniques: An in vitro and clinical assessment,5ETNVR26,exclude,True,True
Elkhill 等 - 2023 - Geometric learning and statistical modeling for surgical outcomes evaluation in craniosynostosis usi.pdf,1116.0,100.0,True,1116.0,Geometric learning and statistical modeling for surgical outcomes evaluation in craniosynostosis using 3D photogrammetry,STPAGHYV,include,False,False
"Ellendula 等 - 2022 - Biomechanical Evaluation of Stress Distribution in Equicrestal and Sub-crestally Placed, Platform-Sw.pdf",193.0,100.0,True,193.0,"Biomechanical Evaluation of Stress Distribution in Equicrestal and Sub-crestally Placed, Platform-Switched Morse Taper Dental Implants in D3 Bone: Finite Element Analysis.",WXXEPTFD,include,True,True
Elmahdi 等 - 2026 - 3D printing vs. conventional wax patterns a comparative in vitro study on retention of RPD framewor.pdf,2005.0,100.0,True,2005.0,3D printing vs. conventional wax patterns: a comparative in vitro study on retention of RPD framework,EXD2A2LP,exclude,False,False
Elmaraghy 等 - 2022 - Face analyzer 3D Automatic facial profile detection and occlusion classification for dental purpose.pdf,2391.0,100.0,True,2391.0,Face analyzer 3D: Automatic facial profile detection and occlusion classification for dental purposes,UZID4KPU,exclude,False,False
"Elnatan 等 - 2026 - Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT,.pdf",1367.0,100.0,True,1367.0,"Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT, and finite element analysis",HN62NC7A,include,False,False
Elshabrawy 等 - 2024 - Triple-layered platform utilizing electrospun nanofibers and 3D-printed sodium alginate-based hydrog.pdf,1200.0,100.0,True,1200.0,Triple-layered platform utilizing electrospun nanofibers and 3D-printed sodium alginate-based hydrogel for effective topical treatment of rheumatoid arthritis,HRNKHTE6,exclude,False,False
"ElShebiny 等 - 2024 - Effect of printing technology, layer height, and orientation on assessment of 3D-printed models..pdf",342.0,100.0,True,342.0,"Effect of printing technology, layer height, and orientation on assessment of 3D-printed models.",K9R7DQR7,include,False,False
Elsherif 等 - 2025 - Wirelessly Powered Ingestible Capsule for Optical Stimulation of the Gastrointestinal Tract in Roden.pdf,1789.0,100.0,True,1789.0,Wirelessly Powered Ingestible Capsule for Optical Stimulation of the Gastrointestinal Tract in Rodents,EVEZQULA,exclude,False,False
Elshewy 等 - 2026 - Assessment of 3D facial scan integration in 3D digital workflows using radiographic markers and the.pdf,268.0,100.0,True,268.0,Assessment of 3D facial scan integration in 3D digital workflows using radiographic markers and the iterative closest point algorithm.,P4CN4M7Y,exclude,False,False
Emam 等 - 2023 - Digitization accuracy and scannability of different prosthodontic materials An in vitro trial..pdf,373.0,100.0,True,373.0,Digitization accuracy and scannability of different prosthodontic materials: An in vitro trial.,CLB66PI4,exclude,False,False
Emam和Metwally - 2023 - Effect of coping materials zirconia or polyetheretherketone with different techniques of fabrication.pdf,407.0,100.0,True,407.0,Effect of coping materials zirconia or polyetheretherketone with different techniques of fabrication on vertical marginal gap and fracture resistance of posterior crowns with composite veneering.,JAQHE7HD,include,False,False
Emir和Ayyildiz - 2021 - Accuracy evaluation of complete-arch models manufactured by three different 3D printing technologies.pdf,725.0,100.0,True,725.0,Accuracy evaluation of complete-arch models manufactured by three different 3D printing technologies: a three-dimensional analysis,FT2R69U5,include,True,True
Erdoğdu 等 - 2024 - Influence of Framework Material and Abutment Configuration on Fatigue Performance in Dental Implant.pdf,1123.0,100.0,True,1123.0,Influence of Framework Material and Abutment Configuration on Fatigue Performance in Dental Implant Systems: A Finite Element Analysis,8GU9PNPM,include,True,True
Erkan 等 - 2023 - Objective characterization of dental occlusal and fissure morphologies Method development and explo.pdf,2149.0,100.0,True,2149.0,Objective characterization of dental occlusal and fissure morphologies: Method development and exploratory analysis,LSHIDCRW,unsure,False,False
Erkert 等 - 2025 - Cone-beam computed tomography-guided volumetric assessment of secondary alveolar bone grafting.pdf,1696.0,100.0,True,1696.0,Cone-beam computed tomography-guided volumetric assessment of secondary alveolar bone grafting,5SMCC8Y7,unsure,True,True
Ersalıcı 等 - 2025 - AI-Generated vs. Traditional STL Models in CBCT Imaging A Pilot Study on Measurements Accuracy and.pdf,1069.0,100.0,True,1069.0,AI-Generated vs. Traditional STL Models in CBCT Imaging: A Pilot Study on Measurements Accuracy and Reliability,Y3QGEHSC,include,True,True
Ershad 等 - 2021 - Multi-Analytical Framework to Assess the In Vitro Swallowability of Solid Oral Dosage Forms Targetin.pdf,1568.0,100.0,True,1568.0,Multi-Analytical Framework to Assess the In Vitro Swallowability of Solid Oral Dosage Forms Targeting Patient Acceptability and Adherence,Z5PW9R3S,exclude,False,False
Esfahanian 等 - 2022 - Effect of Different Implant-Abutment Mismatches on Stress Distribution A 3-Dimensional Finite Eleme.pdf,986.0,100.0,True,986.0,Effect of Different Implant-Abutment Mismatches on Stress Distribution: A 3-Dimensional Finite Element Study,J277RC4P,include,True,True
Eshghpour 等 - 2023 - Assessment of Maxillary Sinus Variations Post-LeFort A Systematic Review..pdf,619.0,100.0,True,619.0,Assessment of Maxillary Sinus Variations Post-LeFort: A Systematic Review.,BTIQEUJ7,exclude,False,False
"Eskandarinezhad 等 - 2026 - Investigation of Voids in the Apical Plug of MTA Using Cone-Beam Computed Tomography, Digital Radiog.pdf",208.0,100.0,True,208.0,"Investigation of Voids in the Apical Plug of MTA Using Cone-Beam Computed Tomography, Digital Radiography, and Analog Radiography.",ECEYBXQN,exclude,False,False
Espino-Segura-Illa 等 - 2024 - Waferless Orthognathic Surgery with Customized Osteosynthesis and Surgical Guides A Prospective Stu.pdf,1401.0,100.0,True,1401.0,Waferless Orthognathic Surgery with Customized Osteosynthesis and Surgical Guides: A Prospective Study,FK2AQUZY,include,True,True
Estrela 等 - 2025 - A novel methodology for detecting separated endodontic instruments using a combination of algorithms.pdf,1072.0,100.0,True,1072.0,A novel methodology for detecting separated endodontic instruments using a combination of algorithms in post-processing CBCT software,4U5H6G63,include,False,False
Etik和Keskin Yalcin - 2026 - Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla a finite.pdf,203.0,100.0,True,203.0,Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla: a finite element study.,5N9WLQW9,include,False,False
Etik和Keskin Yalcin - 2026 - Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants a t.pdf,700.0,100.0,True,700.0,Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants: a three-dimensional finite element analysis,FIMEVJK3,include,False,False
Eto 等 - 2022 - Development of an artificial intelligence-based algorithm to classify images acquired with an intrao.pdf,104.0,100.0,True,104.0,Development of an artificial intelligence-based algorithm to classify images acquired with an intraoral scanner of individual molar teeth into three categories.,7RUZVAC6,exclude,False,False
