Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_nt
YUDAP2TL,journalArticle,2023,"Yilmaz, Burak; Guo, Xiaohan; Schimmel, Martin; Abou-Ayash, Samir",Effect of industrial scanner and framework material interaction on the marginal gaps of CAD-CAM complete arch implant frameworks,JOURNAL OF PROSTHETIC DENTISTRY,,0022-3913,10.1016/j.prosdent.2021.10.013,,"Statement of problem. Structured-light and computed tomography industrial scanners have been used as reference scanners to measure marginal gaps between implants and superstructures. However, the effect of framework material on the scanners' ability to detect gaps and on precision has not yet been evaluated.Purpose. The purpose of this in vitro study was to investigate the interaction between the industrial scanner and framework material on measured marginal gaps of implant-supported fixed complete arch frameworks made from titanium and polymethylmethacrylate and on the precision of scans.Material and methods. A completely edentulous maxillary model with 4 implants and multiunit abutments at the first molar and canine sites was digitized by using a laboratory scanner. Implant-supported frameworks were milled from titanium and polymethylmethacrylate (n=5). Each framework was secured on the left molar site abutment. The marginal gaps between the frameworks and abutment sites without a screw were measured by using an industrial structured-light scanner and an industrial computed tomography scanner. The effect of the scanner, the framework material, and their interaction on measured gaps was analyzed by applying linear regressions and weighted least square methods. The F-statistics was used with Bonferroni corrections for precision analysis (a=.05).Results. No significant effect of scanner, material, or their interaction was found on the marginal gaps at the canine sites. The titanium framework gaps detected by using the computed tomography scanner were greater than those detected by using the structured-light scanner at the right molar site (estimated difference in means=0.054 mm; P=.003) and overall (estimated difference in means=0.023 mm; P=.033). The structured-light scanner's precision was higher than that of the computed tomography scanner when titanium frameworks were scanned (P=.001). The computed tomography scanner's precision was higher when scanning polymethylmethacrylate frameworks than when scanning titanium frameworks (P=.03).Conclusions. Framework material and industrial scanner interaction affected the measured gaps. The computed tomography scanner detected greater marginal gaps with low precision when scanning titanium frameworks than the structured-light scanner. The sample size, the use of only 2 types of materials, and a laboratory scanner to obtain the computer-aided design file should be considered when interpreting the results. (J Prosthet Dent 2023;130:723-30)",23-Nov,2026/5/16 18:22,2026/6/29 14:44,,723-730,,5,130,,J Prosthet Dent,,,,,,,United States,eng,Copyright ? 2021 The Authors. Published by Elsevier Inc. All rights reserved.,,,,,,"TLDR: Investigation of the interaction between the industrial scanner and framework material on measured marginal gaps of implant-supported fixed complete-arch frameworks made from titanium and polymethylmethacrylate and on the precision of scans found no significant effect of scanner, material, or their interaction was found.",,D:\Zotero_Articles\storage\QEGI6HSD\Yilmaz 等 - 2023 - Effect of industrial scanner and framework material interaction on the marginal gaps of CAD-CAM comp.pdf,,"Computer-Aided Design; Dental Prosthesis, Implant-Supported; *Dental Implants; Titanium; *Polymethyl Methacrylate; Tomography Scanners, X-Ray Computed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,effect of industrial scanner and framework material interaction on the marginal gaps of cad cam complete arch implant frameworks
IIQPEHZZ,journalArticle,2022,"Altuwaijri, Shahad Mohammmed; Alotaibi, Hanan Nejer; Alnassar, Talal Mughaileth",The effect of the digital manufacturing technique of cantilevered implant-supported frameworks on abutment screw preload,JOURNAL OF ADVANCED PROSTHODONTICS,,2005-7806,10.4047/jap.2022.14.1.22,https://jap.or.kr/DOIx.php?id=10.4047/jap.2022.14.1.22,"PURPOSE. The purpose of this study was to investigate the misfit and screw preload at the implant abutment connection of implant supported fixed dental prosthesis with cantilever (ICFDP) manufactured using different digital manufacturing techniques and to compare the screw preload before and after cyclic loading. MATERIALS AND METHODS. Mandibular jaw model with four intra-foraminal implants was scanned using digital scanner. Stereolithography file was used to design a framework with nonengaging (NE) abutments and 10 mm cantilever distal to one terminal implant. Five frameworks were constructed using combined digital-conventional techniques (CAD-cast), and five frameworks were constructed using three-dimensional printing (3DP). Additional CAD-cast framework was constructed in a way that ensures passive fit (PF) to use as control. Scanning electron microscope (SEM) measured the implant abutment connection misfit. Sixty screws were used on the corresponding frameworks. Screws were torqued and pre-cyclic loading reverse torque value (RTV) was recorded. Frameworks were subjected to 200,000 loading cycles with a loading point 9 mm from the center of terminal implants adjacent to the cantilever and post-cyclic loading RTVs were recorded. RESULTS. Microscopic readings showed significant differences between frameworks. PF demonstrated the lowest measurements of 16.04 (2.6) mu m while CAD-cast demonstrated the highest measurements of 29.2 (3.1) mu m. In all groups, RTVs were significantly lower than the applied torque. Post-cyclic loading RTV was significantly lower than pre-cyclic loading RTV in PF and 3DP frameworks. Differences in RTVs between the three manufacturing techniques were insignificant. CONCLUSION. Although CAD-cast and three dimensionally printed (3DP) both produce frameworks with clinically acceptable misfit, 3DP might not be the technique of choice for maintaining screw's preload stability under an aggressive loading situation. [J Adv Prosthodont 2022;14:22-31]",22-Feb,2026/5/16 18:27,2026/6/29 14:46,2025/9/27 11:07,22-31,,1,14,,J Adv Prosthodont,,,,,,,Korea (South),eng,? 2022 The Korean Academy of Prosthodontics.,,,,DOI.org (Crossref),,,,D:\Zotero_Articles\storage\4DYYH5C5\Altuwaijri 等 - 2022 - The effect of the digital manufacturing technique of cantilevered implant-supported frameworks on ab.pdf,,Dental implant; Cyclic loading; Preload; Reverse torque value (RTV); Screw loosening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the effect of the digital manufacturing technique of cantilevered implant supported frameworks on abutment screw preload
ST5CQ9CH,journalArticle,2021,"Jung, Seok-Ki; Lim, Ho-Kyung; Lee, Seungjun; Cho, Yongwon; Song, In-Seok",Deep Active Learning for Automatic Segmentation of Maxillary Sinus Lesions Using a Convolutional Neural Network,DIAGNOSTICS,,2075-4418,10.3390/diagnostics11040688,,"The aim of this study was to segment the maxillary sinus into the maxillary bone, air, and lesion, and to evaluate its accuracy by comparing and analyzing the results performed by the experts. We randomly selected 83 cases of deep active learning. Our active learning framework consists of three steps. This framework adds new volumes per step to improve the performance of the model with limited training datasets, while inferring automatically using the model trained in the previous step. We determined the effect of active learning on cone-beam computed tomography (CBCT) volumes of dental with our customized 3D nnU-Net in all three steps. The dice similarity coefficients (DSCs) at each stage of air were 0.920 +/- 0.17, 0.925 +/- 0.16, and 0.930 +/- 0.16, respectively. The DSCs at each stage of the lesion were 0.770 +/- 0.18, 0.750 +/- 0.19, and 0.760 +/- 0.18, respectively. The time consumed by the convolutional neural network (CNN) assisted and manually modified segmentation decreased by approximately 493.2 s for 30 scans in the second step, and by approximately 362.7 s for 76 scans in the last step. In conclusion, this study demonstrates that a deep active learning framework can alleviate annotation efforts and costs by efficiently training on limited CBCT datasets.",21-Apr,2026/5/16 18:22,2026/6/29 14:40,,,,4,11,,Diagnostics (Basel),,,,,,,Switzerland,eng,,,,,,,,,D:\Zotero_Articles\storage\KFXSXZUB\diagnostics11040688.pdf.pdf,,segmentation; deep learning; convolutional neural network; active learning; maxillary sinusitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep active learning for automatic segmentation of maxillary sinus lesions using a convolutional neural network
FUMHC8Y2,journalArticle,2025,"Yamada, Tomomi; Nozaki, Kazunori; Tsubokura, Makoto; Hayashi, Mikako; Li, Chung-Gang",Toward Quieter Dental Devices: Transient CFD Simulation of Airflow and Noise in Air Turbine Handpieces,APPLIED SCIENCES-BASEL,,2076-3417,10.3390/app15158187,https://www.mdpi.com/2076-3417/15/15/8187,"High-pitched noise generated by dental air turbine handpieces (ATHs) causes discomfort and anxiety, discouraging dental visits. Understanding the time-dependent noise generation mechanism associated with compressed airflow in ATHs is crucial for effective noise reduction. However, the direct investigation of airflow dynamics within ATHs is challenging. The transient-state modeling of computational fluid dynamics (CFD) simulations remains unexplored owing to the complexities of high rotational speeds and air compressibility. This study develops a novel CFD framework for transient (time-dependent) modeling under high-speed rotational conditions. Simulations were performed using a three-dimensional model reconstructed from a commercial ATH. Simulations were conducted at 320,000 rpm using a novel framework that combines the immersed boundary and building cube methods. A fine 0.025 mm mesh spacing near the ATH, combined with supercomputing resources, enabled the simulation of hundreds of millions of cells. The simulation results were validated using experimental noise measurements. The CFD simulation revealed transient airflow and aeroacoustic behavior inside and around the ATH that closely matched the prominent frequency peaks from the experimental data. This study is the first to simulate the transient airflow of ATHs. The proposed CFD model can accurately predict aeroacoustics, contributing to the future development of quieter and more efficient dental devices.",2025/7/23,2026/5/16 18:39,2026/6/29 14:34,2025/9/30 5:47,8187,,15,15,,Applied Sciences,Toward Quieter Dental Devices,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,"TLDR: This study is the first to simulate the transient airflow of ATHs, and the proposed CFD model can accurately predict aeroacoustics, contributing to the future development of quieter and more efficient dental devices.",,D:\Zotero_Articles\storage\YBB58CSC\Yamada 等 - 2025 - Toward Quieter Dental Devices Transient CFD Simulation of Airflow and Noise in Air Turbine Handpiec.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toward quieter dental devices transient cfd simulation of airflow and noise in air turbine handpieces
ZFEP26RP,journalArticle,2021,"Li, Chenshuang; Lin, Leanne; Zheng, Zhong; Chung, Chun-Hsi",A User-Friendly Protocol for Mandibular Segmentation of CBCT Images for Superimposition and Internal Structure Analysis,JOURNAL OF CLINICAL MEDICINE,,2077-0383,10.3390/jcm10010127,https://www.ncbi.nlm.nih.gov/pubmed/33401443,"Background: Since cone-beam computed tomography (CBCT) technology has been widely adopted in orthodontics, multiple attempts have been made to devise techniques for mandibular segmentation and 3D superimposition. Unfortunately, as the software utilized in these methods are not specifically designed for orthodontics, complex procedures are often necessary to analyze each case. Thus, this study aimed to establish an orthodontist-friendly protocol for segmenting the mandible from CBCT images that maintains access to the internal anatomic structures. Methods: The “sculpting tool” in the Dolphin 3D Imaging software was used for segmentation. The segmented mandible images were saved as STL files for volume matching in the 3D Slicer to validate the repeatability of the current protocol and were exported as DICOM files for internal structure analysis and voxel-based superimposition. Results: The mandibles of all tested CBCT datasets were successfully segmented. The volume matching analysis showed high consistency between two independent segmentations for each mandible. The intraclass correlation coefficient (ICC) analysis on 20 additional CBCT mandibular segmentations further demonstrated the high consistency of the current protocol. Moreover, all of the anatomical structures for superimposition identified by the American Board of Orthodontics were found in the voxel-based superimposition, demonstrating the ability to conduct precise internal structure analyses with the segmented images. Conclusion: An efficient and precise protocol to segment the mandible while retaining access to the internal structures was developed on the basis of CBCT images.",21-Jan,2026/5/16 18:07,2026/6/29 14:37,,10.3390/jcm10010127,,1,10,,J Clin Med,,,,,,,Switzerland,en-US,,,PubMed,33401443,,,TLDR: An efficient and precise protocol to segment the mandible while retaining access to the internal structures was developed on the basis of CBCT images.,,D:\Zotero_Articles\storage\UV5VH9RC\jcm10010127.pdf.pdf,,/1; CBCT; mandible; segmentation; superimposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a user friendly protocol for mandibular segmentation of cbct images for superimposition and internal structure analysis
HF33Z57F,journalArticle,2022,"Cheng, Lidi; Xu, Zexian; Liu, Yanshan; Zhou, Dongyang; Sun, Ming; Xu, Yaoxiang; Chen, Liqiang; Sun, Jian",3D-Printed Drug-Loaded Composite Scaffolds to Promote Osteogenesis and Antibacterial Activity,ACS APPLIED POLYMER MATERIALS,,2637-6105,10.1021/acsapm.2c00432,,"In order to produce a type of biocomposite, attractive and environmentally friendly biodegradable polymers are used in the field of materials science. Programable three-dimensional (3D) manufacturing technology conjointly provides a green platform to use polylactic acid (PLA) in bone tissue engineering. In this study, we printed PLA, nanohydroxyapatite (nHA), and beta-cyclodextrin/chlorhexidine clathrate (beta-CD-CHX) using a 3D printing technique to prepare a porous composite scaffold (PLA/nHA/beta-CD-CHX) with osteogenic and anti-infective properties. With scanning electron microscopy, energy-dispersive spectroscopy, X-ray diffraction, Fourier transform infrared spectroscopy, and X-ray photoelectron spectroscopy, we confirmed the successful printing of the PLA/nHA/beta-CD-CHX and that the beta-CD-CHX was uniformly distributed in the scaffold. The in vitro release behavior showed that the dual slow release of PLA/nHA/beta-CD-CHX and beta-CD-CHX could achieve sustained release of CHX. In addition, in vitro experiments demonstrated that the prepared PLA/nHA/beta-CD-CHX exhibited outstanding cytocompatibility and induced osteogenesis. The anti-microbial test against Staphylococcus aureus and Escherichia coli demonstrated the outstanding antibacterial properties of the composite scaffold. These findings suggest that the 3D-printed PLA/nHA/beta-CD-CHX scaffold has excellent potential for repairing regenerative jaw defects and fighting infections.",2022/6/10,2026/6/26 17:42,2026/6/29 14:34,,4476-4485,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d printed drug loaded composite scaffolds to promote osteogenesis and antibacterial activity
QV2TI6LM,journalArticle,2023,"Cirelli, Marco; Cellupica, Alessio; D'Angelo, Luca; Mazur, Marta; Valentini, Pier Paolo",Numerical and Machine-Aided Experimental Models for Simulating the 3D Compliance of a Toothbrush,MACHINES,,,10.3390/machines11080783,,"One of the most discussed topics in toothbrush design is identifying the contact force exerted by the bristles on the teeth. Each bristle must generate a contact force to ensure tooth cleaning without damaging it. Numerical simulation is a very powerful tool for understanding the influence of design parameters (bristle shape and materials). This paper proposes a flexible multibody model to efficiently simulate the 3D compliance of a toothbrush. Each bristle is modeled using a discrete, flexible approach. The contact between the bristles and the target surface is established using the penalty contact method. An experimental test bench with a Universal Robot and a flat, transparent surface is set up. Validation is provided by comparing the reaction forces of the toothbrush with the reaction forces acquired by the load cells mounted on the end effector of the Robot. The results demonstrate the accuracy of estimating normal and tangential forces in various operating situations. The discrete flexible multibody technique has also demonstrated its viability in evaluating the displacement of the bristles when the toothbrush's base body is put through a specified motion, even when it is exposed to a sudden change in direction. As a result, the model can be effectively utilized to assess how well various brush classes remove dental plaque. Therefore, the suggested model could provide guidance for holistic modeling and advancements in toothbrush design to boost their effectiveness for thorough cleaning.",23-Aug,2026/6/26 17:43,2026/6/29 14:35,,,,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numerical and machine aided experimental models for simulating the 3d compliance of a toothbrush
ARSEKXEW,journalArticle,2021,"Woodford, Sarah C.; Robinson, Dale L.; Edelmann, Cornelia; Mehl, Albert; Roehrle, Oliver; Vee Sin Lee, Peter; Ackland, David C.",Low-Profile Electromagnetic Field Sensors in the Measurement and Modelling of Three-Dimensional Jaw Kinematics and Occlusal Loading,ANNALS OF BIOMEDICAL ENGINEERING,,0090-6964,10.1007/s10439-020-02688-6,https://link.springer.com/10.1007/s10439-020-02688-6,"Dynamic occlusal loading during mastication is clinically relevant in the design and functional assessment of dental restorations and removable dentures, and in evaluating temporomandibular joint dysfunction. The aim of this study was to develop a modelling framework to evaluate subject-specific dynamic occlusal loading during chewing and biting over the entire dental arch. Measurements of jaw motion were performed on one healthy male adult using low-profile electromagnetic field sensors attached to the teeth, and occlusal anatomy quantified using an intra-oral scanner. During testing, the subject chewed and maximally compressed a piece of rubber between both second molars, first molars, premolars and their central incisors. The occlusal anatomy, rubber geometry and experimentally measured rubber material properties were combined in a finite element model. The measured mandibular motion was used to kinematically drive model simulations of chewing and biting of the rubber sample. Three-dimensional dynamic bite forces and contact pressures across the occlusal surfaces were then calculated. Both chewing and biting on the first molars produced the highest bite forces across the dental arch, and a large amount of anterior shear force was produced at the incisors and the second molars. During chewing, the initial tooth-rubber contact evolved from the buccal sides of the molars to the lingual sides at full mouth closure. Low-profile electromagnetic field sensors were shown to provide a clinically relevant measure of jaw kinematics with sufficient accuracy to drive finite element models of occlusal loading during chewing and biting. The modelling framework presented provides a basis for calculation of physiological, dynamic occlusal loading across the dental arch.",21-Jun,2026/5/16 18:19,2026/6/29 14:39,2025/9/26 16:20,1561-1571,,6,49,,Ann Biomed Eng,,,,,,,United States,eng,,,,,DOI.org (Crossref),,,,D:\Zotero_Articles\storage\NZUUH4M9\Woodford 等 - 2021 - Low-Profile Electromagnetic Field Sensors in the Measurement and Modelling of Three-Dimensional Jaw.pdf,,"Biomechanical Phenomena; Humans; Reproducibility of Results; Mandible; Adult; Male; *Models, Biological; Dental Occlusion; Dental; Tooth; Temporomandibular joint; Motion analysis; *Electromagnetic Fields; Biomechanical model; Jaw/*physiology; Mastication/*physiology; Occlusion; Patient-Specific Modeling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low profile electromagnetic field sensors in the measurement and modelling of three dimensional jaw kinematics and occlusal loading
SP7TFWTM,journalArticle,2023,"Gillot, Maxime; Miranda, Felicia; Baquero, Baptiste; Ruellas, Antonio; Gurgel, Marcela; Al Turkestani, Najla; Anchling, Luc; Hutin, Nathan; Biggs, Elizabeth; Yatabe, Marilia; Paniagua, Beatriz; Fillion-Robin, Jean-Christophe; Allemang, David; Bianchi, Jonas; Cevidanes, Lucia; Prieto, Juan Carlos",Automatic landmark identification in cone-beam computed tomography,ORTHODONTICS & CRANIOFACIAL RESEARCH,,1601-6335,10.1111/ocr.12642,,"Objective: To present and validate an open-source fully automated landmark placement (ALICBCT) tool for cone-beam computed tomography scans.Materials and Methods: One hundred and forty-three large and medium field of view cone-beam computed tomography (CBCT) were used to train and test a novel approach, called ALICBCT that reformulates landmark detection as a classification problem through a virtual agent placed inside volumetric images. The landmark agents were trained to navigate in a multi-scale volumetric space to reach the estimated landmark position. The agent movements decision relies on a combination of DenseNet feature network and fully connected layers. For each CBCT, 32 ground truth landmark positions were identified by 2 clinician experts. After validation of the 32 landmarks, new models were trained to identify a total of 119 landmarks that are commonly used in clinical studies for the quantification of changes in bone morphology and tooth position.Results: Our method achieved a high accuracy with an average of 1.54 +/- 0.87 mm error for the 32 landmark positions with rare failures, taking an average of 4.2 second computation time to identify each landmark in one large 3D-CBCT scan using a conventional GPU.Conclusion: The ALICBCT algorithm is a robust automatic identification tool that has been deployed for clinical and research use as an extension in the 3D Slicer platform allowing continuous updates for increased precision.",23-Nov,2026/6/26 17:42,2026/6/29 14:37,,560-567,,4,26,,Orthod Craniofac Res,,,,,,,England,eng,? 2023 The Authors. Orthodontics & Craniofacial Research published by John Wiley & Sons Ltd.,,,,,,,,,,"Reproducibility of Results; *Imaging, Three-Dimensional/methods; Cone-Beam Computed Tomography/methods; machine learning; Cephalometry/methods; *Anatomic Landmarks/diagnostic imaging; anatomic landmarks; fiducial markers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,automatic landmark identification in cone beam computed tomography
7G3HL3T5,journalArticle,2026,"Yasin, Haya Khader Ahmad; Al-Tabakha, Moawia M.; Chan, Siok Yee",Personalized oral drug delivery via FDM 3D printing: Polyvinyl alcohol capsules with tunable release profiles supported by in silico modeling,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,,0928-0987,10.1016/j.ejps.2026.107475,,"Three-dimensional (3D) printing by Fused Deposition Modeling (FDM) offers a flexible platform for fabricating personalized medicines with tunable release profiles. However, developing printable filaments with suitable mechanical properties and controlled drug release remains challenging. Ketoprofen was formulated into FDMprinted polyvinyl alcohol (PVA) capsule shells which were subsequently filled with ketoprofen powder and locked to form complete 3D-printed capsules, spanning immediate-, sustained-, and delayed-release designs; a dual-compartment polypill with famotidine was also produced. Capsule shell geometry and internal density were systematically varied to modulate drug release, and performance was evaluated using pharmacopeial quality tests, dissolution studies, micro-computed tomography, and in silico pharmacokinetic simulation. Capsule geometry and polymer choice modulated release: low shells/infill density accelerated immediate-release (IR) whilst higher shells/infill density prolonged sustained-release (SR). Selected IR and SR capsules achieved a similarity factor f2 >= 50 vs references. Micro-CT confirmed design-porosity differences; solid-state data supportedthe formation of largely amorphous solid drug-polymer dispersions in Kollicoat IR formulations and solvent evaporation products. Simulations predicted distinct IR vs SR plasma profiles. These findings illustrate that FDM printing can modulate oral drug release through geometry and, together with in silico tools, provide a framework for designing customized capsules.",2026/5/1,2026/6/26 2:11,2026/6/29 14:39,,107475,,,220,,Eur J Pharm Sci,,,,,,,Netherlands,eng,Copyright ? 2026 The Authors. Published by Elsevier B.V. All rights reserved.,,,,,,,,,,"*Printing, Three-Dimensional; Computer Simulation; Personalized medicine; 3D printing; X-Ray Microtomography; *Drug Delivery Systems; Drug Liberation; *Polyvinyl Alcohol/chemistry; Administration, Oral; Delayed-Action Preparations/chemistry; *Ketoprofen/chemistry/administration & dosage/pharmacokinetics; Additive manufacturing (AM); Capsules; Delayed-release capsule; Dissolution; Famotidine/chemistry/administration & dosage/pharmacokinetics; Fused deposition modeling (FDM); Immediate release; In silico pharmacokinetics; Polypill; Polyvinyl alcohol (PVA); Polyvinyls; Sustained release",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,personalized oral drug delivery via fdm 3d printing polyvinyl alcohol capsules with tunable release profiles supported by in silico modeling
BTRBWGA4,journalArticle,2026,"Bolgen, Cagatay; Polat, Sema; Tunc, Mahmut; Yuksel, Hazal Duyan; Oksuzler, Mahmut; Coban, Onder; Yentar, Onder; Ozsahin, Esin; Goker, Pinar",CBCT-based volumetric assessment of the maxillary sinus in temporomandibular disorder: Integration of morphometric analysis and classical machine learning classification,PLOS ONE,,1932-6203,10.1371/journal.pone.0343691,,"Objectives This study aims to determine the maxillary sinus volume and surface area values and their relationship in individuals with and without temporomandibular disorders (TMDs) using Cone-Beam Computed Tomography and Machine Learning.Methods This retrospective study was performed on 127 subjects, 66 in the control group (41 females, 25 males; mean age 28.35 +/- 9.9years) and 61 in the TMD group (54 females, 7 males; mean age 35 +/- 12.6years) using dento-maxillo-facial CBCT images. Images were acquired as DICOM files and imported into 3D Slicer (version 5.6.2). The volume and surface area of the maxillary sinus were automatically calculated by the 3D Slicer programme. In addition, automatic prediction was performed using classical machine learning techniques on the dataset obtained in the study.Results Maxillary sinus volume was 30.85 +/- 10.14 cm3 in the control group and 26.97 +/- 10.33 cm3 in the TMD group. Maxillary sinus volume and surface area were significantly smaller in the TMD group compared to controls. No significant differences were observed between age decades in either group. Furthermore, the results obtained in machine learning showed that gender selection generally improved the results, and the most successful classifier was the Logistic Regression algorithm.Conclusions This study demonstrates that TMDs were associated with smaller sinus volume. Furthermore, a machine learning-based model can be used to discriminate temporomandibular dysfunction even when the size of the dataset is small.",2026/3/18,2026/6/26 2:11,2026/6/29 14:44,,e0343691,,3,21,,PLoS One,,,,,,,United States,eng,"Copyright: ? 2026 B?lgen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted  use, distribution, and reproduction in any medium, provided the original author  and source are credited.",,,,,,,,D:\Zotero_Articles\storage\EG7Z4SF4\Bolgen 等 - 2026 - CBCT-based volumetric assessment of the maxillary sinus in temporomandibular disorder Integration o.pdf,,"Humans; Imaging, Three-Dimensional; Retrospective Studies; *Cone-Beam Computed Tomography/methods; Adult; Female; Male; Middle Aged; Young Adult; *Machine Learning; *Maxillary Sinus/diagnostic imaging/pathology; *Temporomandibular Joint Disorders/diagnostic imaging/pathology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbct based volumetric assessment of the maxillary sinus in temporomandibular disorder integration of morphometric analysis and classical machine learning classification
XU88YICI,journalArticle,2021,"Shan, Zhiyi; Hsung, Richard Tai-Chiu; Zhang, Congyi; Ji, Juanjuan; Choi, Wing Shan; Wang, Wenping; Yang, Yanqi; Gu, Min; Khambay, Balvinder S.",Anthropometric? accuracy of three-dimensional average faces compared to conventional facial measurements,SCIENTIFIC REPORTS,,2045-2322,10.1038/s41598-021-91579-4,,"This study aimed to evaluate and compare the accuracy of average faces constructed by different methods. Original three-dimensional facial images of 26 adults in Chinese ethnicity were imported into Di3DView and MorphAnalyser for image processing. Six average faces (Ave_D15, Ave_D24, Ave_MG15, Ave_MG24, Ave_MO15, Ave_MO24) were constructed using “surface-based registration” method with different number of landmarks and template meshes. Topographic analysis was performed, and the accuracy of six average faces was assessed by linear and angular parameters in correspondence with arithmetic means calculated from individual original images. Among the six average faces constructed by the two systems, Ave_MG15 had the highest accuracy in comparison with the conventional method, while Ave_D15 had the least accuracy. Other average faces were comparable regarding the number of discrepant parameters with clinical significance. However, marginal and non-registered areas were the most inaccurate regions using Di3DView. For MorphAnalyser, the type of template mesh had an effect on the accuracy of the final 3D average face, but additional landmarks did not improve the accuracy. This study highlights the importance of validating software packages and determining the degree of accuracy, as well as the variables which may affect the result.",2021/6/10,2026/5/16 18:12,2026/6/29 14:45,,12254,,1,11,,Sci Rep,,,,,,,England,eng,,,,,,,"TLDR: Among the six average faces constructed by the two systems, Ave_MG15 had the highest accuracy in comparison with the conventional method, while Ave_D 15 had the least accuracy, while other average faces were comparable regarding the number of discrepant parameters with clinical significance.",,D:\Zotero_Articles\storage\ANZYWSIW\s41598-021-91579-4.pdf.pdf,,/无关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropometric accuracy of three dimensional average faces compared to conventional facial measurements
