序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
467,Analysis of micromovements and peri-implant stresses and strains around ultra-short implants - A three-dimensional finite-element method study.,BACKGROUND: Success of an implant depends on its placement in the bone and how well the stress and s,2026-09-10 20:37:38,deepseek-flash,fb75e2f2-e7da-400b-912a-a4640e60c2bc,1.48,include,该研究属于口腔种植领域，明确使用非牙科专用3D软件ANSYS Workbench进行三维有限元分析，符合纳入标准。,ANSYS Workbench version 12.1——用于三维有限元建模与应力、应变及微动分析,口腔种植学,评估超短种植体（5mm）不同直径（4、5、6mm）在D4骨质量中的周围Von Mises应力、应变及微动分布
473,An Open-Source Restraint System for Magnetic Resonance Imaging in Awake Rats.,"Magnetic resonance imaging (MRI) is a critical tool for translational neuroscience, but preclinical ",2026-09-10 20:37:38,deepseek-flash,55ac3123-fc19-4a8b-acfa-c4d76326c713,1.0,exclude,该文献研究的是清醒大鼠磁共振成像的固定系统，属于神经科学/动物实验领域，与口腔医学无关。,无,无,无
470,CMRI2SPEC: CINE MRI SEQUENCE TO SPECTROGRAM SYNTHESIS VIA A PAIRWISE HETEROGENEOUS TRANSLATOR.,Multimodal representation learning using visual movements from cine magnetic resonance imaging (MRI),2026-09-10 20:37:38,deepseek-flash,1730b615-a96b-44e8-bb28-1448ca355945,1.31,exclude,该文献研究的是cine MRI（心脏/动态磁共振）序列到声谱图的合成，属于语音与医学影像的多模态表示学习，与口腔医学无关，且未涉及口腔医学任何学科的临床实践或研究。,无,无,无
474,Text-Guided Inpainting for Aesthetic Prediction in Orthofacial Surgery: A Patient-Centered AI Approach.,Background and Objectives: Artificial intelligence (AI) is increasingly impacting medicine by improv,2026-09-10 20:37:38,deepseek-flash,99e5f645-bae7-47f8-b0b5-8e66096d6a7c,0.97,unsure,该文献属于口腔颌面外科（正颌外科）范畴，但摘要仅提及使用DALL-E2这一AI图像生成平台，未明确说明是否使用了非牙科专用3D软件进行3D数据处理、分析或建模，信息不足以判断是否符合Concept标准。,无,无,无
468,Does partial adhesive preparation design and finish line depth influence trueness and precision of intraoral scanners?,STATEMENT OF PROBLEM: Intraoral scanners (IOSs) are widely used for partial-coverage adhesive restor,2026-09-10 20:37:38,deepseek-flash,e9411d9e-6d5f-4bb0-bf6b-17d58dc5a342,1.88,unsure,该研究属于口腔医学（修复）范畴，为体外原创研究，但摘要未提及是否使用了非牙科专用3D软件进行数据处理或分析，无法明确判断是否符合Concept标准。,无,无,无
476,Inertial Measurements for Tongue Motion Tracking Based on Magnetic Localization with Orientation Compensation.,Permanent magnet localization (PML) is designed for applications requiring non-line-of-sight motion ,2026-09-10 20:37:39,deepseek-flash,c38d6669-5454-4afc-bb83-be0c8008b01b,0.98,exclude,该文献研究的是基于永磁定位与惯性测量的舌运动追踪技术，属于工程/传感技术开发，摘要未涉及任何口腔医学临床实践或研究，且未提及使用非牙科专用3D软件进行3D数据处理、分析或建模。,无,无,无
475,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,BACKGROUND AND OBJECTIVE: The retention of selective laser melting (SLM)-built denture clasps is inf,2026-09-10 20:37:39,deepseek-flash,0e0a7511-fbe2-4281-8882-f2b3c6b8283e,1.18,unsure,该研究属于口腔修复（可摘义齿卡环）领域，涉及SLM 3D打印，但摘要未明确提及是否使用了非牙科专用3D软件（如建模、数据处理或逆向工程软件），信息不足无法判断。,无,无,无
478,"Evaluation of Surface Characteristics, Accuracy, and Dimensional Stability of Tooth Preparation Dies Fabricated by Conventional Gypsum and 3D-Printed Workflows.","PURPOSE: To evaluate the surface characteristics, accuracy (trueness and precision), and dimensional",2026-09-10 20:37:39,deepseek-flash,85a552ef-3586-4ee7-8cd9-4a5d8a5fa275,0.87,unsure,该文献属于口腔修复学领域，涉及3D打印工作流程，但摘要未明确说明使用了何种软件进行数据处理或建模，无法判断是否使用了非牙科专用3D软件。,无,无,无
479,Digitally manufactured partial coverage restorations: is it time to down the impression trays or still a work in progress?,"DATA SOURCES: Pubmed, EMBASE, Scopus, Web of Science and Cochrane library databases were used as the",2026-09-10 20:37:39,deepseek-flash,4591f95a-07ff-4872-ab63-09500ee12cb7,1.08,exclude,摘要明确表明这是一篇系统综述（systematic review），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
481,Environmental impacts from conventional and digital dental crown fabrication workflows: A comparative life cycle assessment.,OBJECTIVES: The aim of this study is to undertake an environmental life cycle analysis to compare in,2026-09-10 20:37:39,deepseek-flash,785e590d-af88-4f89-9d89-7bcb9e618a74,0.95,exclude,该文献为生命周期评估（LCA）研究，使用SimaPro软件进行环境影响分析，未涉及任何3D数据处理、分析或建模，且明确不属于非牙科专用3D软件在口腔医学中的应用范畴。,无,无,无
477,Efficacy and safety of low-concentration whitestrips for extrinsic tooth discoloration: a randomized controlled trial.,OBJECTIVES: This study aimed to evaluate the effectiveness of Low-concentration Whitestrips with 3% ,2026-09-10 20:37:39,deepseek-flash,9f85aed3-ab1b-4713-a0e5-c1d7a9a6e376,1.42,exclude,"该文献为关于低浓度美白贴片治疗外源性牙齿变色的随机对照试验，属于口腔医学范畴，但摘要中未提及使用任何3D软件进行数据处理、分析或建模，仅使用数字比色仪和VITA 3D-Master比色板进行颜色评估，不符合""使用非牙科专用3D软件""的核心概念。",无,无,无
480,Enhanced functional mitochondrial donation through glucose-responsive antioxidant microcarrier-engineered native-like MSCs accelerates diabetic wound healing.,Diabetes impairs wound healing due to hyperglycemia-induced vascular dysfunction. This condition tri,2026-09-10 20:37:39,deepseek-flash,52551a24-e55f-44a2-b38e-b70a5043f121,1.25,exclude,该文献研究糖尿病创面愈合与间充质干细胞线粒体捐赠，属于再生医学/组织工程范畴，与口腔医学临床实践或研究无关（虽使用SHED细胞，但研究主题为糖尿病创面，非口腔医学）。,无,无,无
482,Influence of Framework Material and Posterior Implant Angulation in Full-Arch All-on-4 Implant-Supported Prosthesis Stress Concentration.,This study evaluated the influence of distal implants angulation and framework material in the stres,2026-09-10 20:37:39,deepseek-flash,8c8c4901-70f1-4172-bcdb-ac09be4f13c9,1.01,unsure,"该文献属于口腔种植领域的原创研究，但摘要仅提及""computer-aided engineering software""，未明确说明是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），信息不足，无法明确判断。",无,无,无
484,3D printing combined with thermally induced phase separation for engineering hierarchical osteogenic PLA scaffolds.,Accelerated population aging and rising incidence of bone defects have intensified the need for adva,2026-09-10 20:37:40,deepseek-flash,c36a5026-7160-41e1-829a-9fab26f31d36,1.06,exclude,该文献研究的是骨组织工程支架（颅骨缺损修复），属于骨科/再生医学范畴，而非口腔医学临床实践或研究；虽涉及3D打印，但未涉及口腔医学任何学科。,无,无,无
485,Enhancing facial feature de-identification in multiframe brain images: A generative adversarial network approach.,The collection of head images for public datasets in the field of brain science has grown remarkably,2026-09-10 20:37:40,deepseek-flash,349209e0-456f-4327-8d62-098b7687902f,1.08,exclude,该文献研究脑部影像（head CT/MR）中面部特征的去识别化，属于脑科学/神经影像领域，与口腔医学临床实践或研究无关。,无,无,无
486,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,BACKGROUND: Management of comminuted facial fractures with maxillary-mandibular arch interruption is,2026-09-10 20:37:40,deepseek-flash,3dd5dc14-c486-4dd4-a4cb-82047e599b70,1.03,unsure,该文献属于口腔颌面外科领域，涉及计算机辅助设计与3D打印技术，但摘要未明确说明所使用的具体3D软件名称，无法判断是否为非牙科专用3D软件，需进入全文复核。,无,无,无
489,Fractional flow reserve measurement using dynamic CT perfusion imaging in patients with coronary artery disease.,PURPOSES: The objective was to evaluate the accuracy of a novel CT dynamic angiographic imaging (CT-,2026-09-10 20:37:40,deepseek-flash,c560b107-5c6f-48e3-8683-56427f69b7f8,0.78,exclude,该文献研究冠状动脉疾病（CAD）的血流储备分数（FFR）测量，属于心血管领域，与口腔医学无关。,无,无,无
488,Is a standardised severity index needed in unicoronal craniosynostosis? Challenges in developing an objective metric.,"PURPOSE: Morphological severity of unicoronal synostosis (UCS) is highly variable. Yet, there is no ",2026-09-10 20:37:40,deepseek-flash,c6cf1051-9c07-4311-8280-d31af65e898b,0.95,unsure,该文献属于口腔颌面外科（颅面外科）范畴，涉及颅骨3D形态分析，但摘要未明确提及是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足，需全文复核确认。,无,无,无
483,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,STATEMENT OF PROBLEM: Studies are sparse on how splinting scan bodies or incorporating 3-dimensional,2026-09-10 20:37:40,deepseek-flash,04721fe6-82a5-4933-a5a1-237f1d36af03,1.68,include,该研究属于口腔种植领域的原创体外研究，摘要明确提及使用3D打印技术制作扫描体（3D printed custom scan bodies）和辅助装置（3D printed auxiliary apparatus），并使用了计量软件进行3D比较分析，符合纳入标准。,3D打印软件（用于制作定制扫描体和辅助装置）；计量软件（用于3D比较算法和坐标分析，具体软件名称未提及）,口腔种植学（无牙颌种植数字化印模）,全牙弓数字化扫描的真实度评估，比较不同扫描体固定方式和3D打印扫描辅助装置对多植入位点记录真实度的影响
487,Predictive modelling of metabolic syndrome in Ghanaian diabetic patients: an ensemble machine learning approach.,"OBJECTIVES: The burgeoning prevalence of cardiometabolic disorders, including type 2 diabetes mellit",2026-09-10 20:37:40,deepseek-flash,c2d15a85-729f-47ae-bf21-a05738071238,1.17,exclude,该文献研究的是加纳糖尿病患者代谢综合征的机器学习预测模型，属于内分泌/代谢领域，与口腔医学无关，且未涉及任何3D软件或口腔医学内容。,无,无,无
490,Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 different intraoral scanners.,STATEMENT OF PROBLEM: The absence of fixed reference points can affect the trueness of complete arch,2026-09-10 20:37:41,deepseek-flash,ddef4828-bab5-4ff3-83f8-3ac2443d34ac,1.3,unsure,"该研究属于口腔种植领域的原创研究，但摘要仅提及使用""metrology software program""进行扫描数据叠加分析，未明确说明该软件是否为非牙科专用3D软件（如CloudCompare、Geomagic等），信息不足无法判断。",无,无,无
495,Point-annotation supervision for robust 3D pulmonary infection segmentation by CT-based cascading deep learning.,"Infected region segmentation is crucial for pulmonary infection diagnosis, severity assessment, and ",2026-09-10 20:37:41,deepseek-flash,3086c2d6-bf82-446b-b2bc-a964228989fd,0.68,exclude,该文献研究的是肺部感染（pulmonary infection）的CT图像分割，属于呼吸系统/放射学领域，与口腔医学无关。,无,无,无
491,How the geometry of the scan body affects the accuracy of digital impressions in implant supported prosthesis. In vitro study.,BACKGROUND: To determine and compare how three-dimensionally accurate scan bodies of different geome,2026-09-10 20:37:41,deepseek-flash,1a7d412a-5539-4bf2-89f0-3fa14c71374e,1.2,unsure,该文献属于口腔种植领域的体外研究，涉及数字化印模与STL文件比对，但摘要未明确说明使用了何种3D软件进行数据处理，无法判断是否使用了非牙科专用3D软件。,无,无,无
496,Development of Motion Detection Algorithm Using 3d Sensors for Patient Monitoring Support Service System.,"With the aging of the overall patient population, the incidence of patients developing delirium duri",2026-09-10 20:37:41,deepseek-flash,d2d303c6-3c5d-46fb-bf86-854ed5a8838f,0.85,exclude,该文献研究的是使用3D传感器进行患者监护（跌倒、拔管等危险动作检测）的算法，属于住院患者安全监测领域，与口腔医学无关。,无,无,无
493,Evaluation of the Trueness and Precision of a Simplified Method for Transferring the Relationship of the Maxillary Plane and Transverse Hinge Axis to Virtual Articulators.,BACKGROUND: The digital transfer of data for establishing the maxillary occlusal plane and condylar ,2026-09-10 20:37:41,deepseek-flash,0f8282c8-8b74-421b-9933-d7ab3e0049ee,1.14,unsure,"该文献属于口腔修复（虚拟牙合架）领域，但摘要仅提及""CAD software""，未明确说明是否使用了非牙科专用3D软件，信息不足，需全文复核确认。",无,无,无
497,"Transfer Accuracy in Digital Indirect Bonding: A Methodological Umbrella Review of Definitions, Measurement Frameworks, and Evidence Synthesis.","Transfer accuracy is widely used to evaluate orthodontic indirect bonding workflows, particularly in",2026-09-10 20:37:41,deepseek-flash,ecac7f07-a924-4908-9104-d302860a2542,0.89,exclude,"标题明确为""umbrella review""（伞形综述），属于综述类文献，不符合原创研究、技术说明或病例报告的纳入类型要求。",无,无,无
492,PVA-based formulations as a design-technology platform for orally disintegrating film matrices.,"In the majority of pharmaceutical applications, polymers are employed extensively in a diverse range",2026-09-10 20:37:42,deepseek-flash,28ebe659-5102-43f9-a2c9-28787312752d,1.85,exclude,该文献研究口腔崩解膜（ODF）的药物递送制剂，属于药学/制药领域，与口腔医学临床实践或研究无关，且未涉及口腔医学任何学科。,无,无,无
498,Soft Tissue Response and Determination of Underlying Risk Drivers for Recession and Mucositis after AMSJI Implantation in the Maxilla.,PURPOSE: To evaluate the soft tissue response to the placement of additively manufactured subperiost,2026-09-10 20:37:42,deepseek-flash,176bf406-308d-4518-b766-100ee9a97dc7,1.22,unsure,"该文献属于口腔医学（颌面外科/种植）范畴，但摘要未提及是否使用了任何3D软件（非牙科专用或牙科专用），无法判断是否符合""使用非牙科专用3D软件""这一核心纳入标准。",无,无,无
500,"The preparation, properties, and applications of polyphenol hydrogels for the treatment of oral diseases: A comprehensive overview.","In recent years, polyphenol hydrogels (PHs) have shown broad application prospects in oral disease t",2026-09-10 20:37:42,deepseek-flash,032ff331-a177-4feb-8d37-c8737ffade8d,0.96,exclude,"标题明确标注为""comprehensive overview""，摘要中明确表述为""systematically reviews""，属于综述类文献，不符合原创研究论文的纳入标准。",无,无,无
494,Mesenchymal stromal cells-loaded 3D radially aligned composite scaffold with potentiated paracrine signaling for sequential bone regeneration.,Critical-sized bone defects remain a major clinical challenge because they lack the intrinsic capaci,2026-09-10 20:37:42,deepseek-flash,9fa0f1b6-c0a5-42fa-9a2d-494f9b2f0493,1.82,exclude,该文献为骨组织工程/生物材料研究，聚焦于3D纳米纤维支架与间充质基质细胞用于颅骨缺损再生，属于基础生物材料与再生医学范畴，并非口腔医学临床实践或研究，且未涉及任何3D软件的数据处理、分析或建模。,无,无,无
501,Mechanical Performance and Fracture Behavior of Fixed Dental Prostheses Under Bending Loads: An In Vitro Comparative Study.,Aim: Fixed dental prostheses (FDPs) are increasingly fabricated from high-strength ceramic materials,2026-09-10 20:37:42,deepseek-flash,9f0ccbb6-ab22-4afe-a409-08d9f4f056df,0.8,unsure,该研究属于口腔修复学领域的体外原创研究，但摘要仅提及CAD/CAM制作，未说明具体使用的软件，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
499,Can monolithic zirconia frameworks in implant-supported cross-arch prostheses deliver reliable long-term outcomes?,DESIGN: A retrospective cohort study assessing the mid-to-long-term outcomes and risk factors affect,2026-09-10 20:37:42,deepseek-flash,0ff927af-9c5f-4615-91db-f5c11694b9bf,1.22,exclude,该文献为对既有研究的评论/评论性文章（DESIGN/COHORT SELECTION等结构化摘要格式，实为对某研究的评论），属于非原创研究类型，不符合纳入标准。,无,无,无
503,Four-dimensional imaging in teleorthodontics - analysis of accuracy in patients with dentofacial deformities compared with controls.,BACKGROUND: Teleorthodontics may offer benefits to both patients and providers in terms of accessibi,2026-09-10 20:37:42,deepseek-flash,efdd6461-e909-4e8b-b131-84179e5c7127,1.11,unsure,"该研究属于口腔正畸领域，涉及4D面部动态成像与3D数据处理分析，但摘要未明确说明是否使用了非牙科专用3D软件（仅提及Intel RealSense D415硬件及""tracking software""），无法据此排除或确认，需全文复核。",无,无,无
502,Investigation of Different Miniscrew Head Designs by Finite Element Analysis.,OBJECTIVE: To determine the optimum miniscrew head design in orthodontic treatments for primary stab,2026-09-10 20:37:43,deepseek-flash,8e0177c3-b0c9-4fa5-9f4c-f8f8a936f2c5,1.5,include,该研究属于口腔正畸领域，明确使用非牙科专用3D软件SolidWorks进行微螺钉三维建模，并采用有限元分析，符合纳入标准。,SolidWorks（通用计算机辅助设计软件），用于微螺钉三维建模,口腔正畸（正畸支抗微螺钉）,微螺钉头部设计的有限元应力分析，评估初期稳定性
507,Facial asymmetry in syndromic craniosynostosis patients undergoing midface surgery compared to a large general population.,This study aimed to assess mean facial asymmetry (MFA) before and after midface surgery (Le Fort III,2026-09-10 20:37:43,deepseek-flash,31f4b8ee-464f-4840-8867-31fbbded5e80,0.86,unsure,该研究属于口腔颌面外科范畴，涉及3D网格数据处理与分析，但摘要未明确说明所使用的具体3D软件是否为非牙科专用软件，信息不足，需全文复核。,无,无,无
508,Effect of heat-treatment duration on accuracy of castable resin patterns for denture frameworks fabricated by digital light processing in the vacuum-sealed method: An in vitro study.,STATEMENT OF PROBLEM: The combined application of the vacuum-sealing method and heat treatment has b,2026-09-10 20:37:43,deepseek-flash,4e647c0f-aae5-41d5-815c-1e7187e5e157,0.84,unsure,该研究属于口腔修复领域（义齿支架），涉及3D打印及数字化扫描数据处理，但摘要未明确说明使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
504,Piezoelectricity Promotes 3D-Printed BTO/β-TCP Composite Scaffolds with Excellent Osteogenic Performance.,Piezoelectricity is reported to be able to promote bone scaffolds with excellent osteogenic performa,2026-09-10 20:37:43,deepseek-flash,4c5a923c-100e-46ae-b2ed-92290617ff7a,1.13,exclude,该研究聚焦于骨植入物用BTO/β-TCP压电复合支架的3D打印与成骨性能，属于骨科/骨组织工程范畴，与口腔医学无关。,无,无,无
505,Mechanical and Time-Dependent Stability of K18-IBOA-Modified 3D-Printed Denture Base Resins.,The incorporation of antimicrobial additives into 3D-printed denture base resins is a promising stra,2026-09-10 20:37:43,deepseek-flash,bb1adc65-20b4-4092-a576-457b2f562001,1.0,unsure,该文献属于口腔医学（义齿基托树脂）范畴，为原创体外研究，但摘要未提及是否使用了非牙科专用3D软件进行数据处理、分析或建模，信息不足，无法明确判断。,无,无,无
509,Profiling Gingival Inflammation in a 3D Oral Tissue Model Reveals Early Features of Disease Progression.,"Gingival health depends on a balanced interplay among the gingival epithelium, immune system, and or",2026-09-10 20:37:43,deepseek-flash,d706ebbb-a29d-48e6-b943-438c9b326750,0.99,exclude,该文献为体外口腔组织模型（OTM）研究，摘要未提及任何3D软件或3D数据处理、分析或建模，属于基础实验研究而非3D软件应用研究。,无,无,无
506,Tissue-engineered Maxillofacial Skeletal Defect Reconstruction by 3D Printed Beta-tricalcium phosphate Scaffold Tethered with Growth Factors and Fibrin Glue Implanted Autologous Bone Marrow-Derived Mesenchymal Stem Cells.,The study aimed to investigate whether a 3D printed beta-tricalcium phosphate (β-TCP) scaffold tethe,2026-09-10 20:37:43,deepseek-flash,385a0100-345d-4f6b-86ff-a1c2a4546c5b,1.45,unsure,该文献属于口腔颌面外科骨缺损修复范畴，但摘要未提及是否使用了非牙科专用3D软件（仅提及3D打印支架），信息不足，无法明确判断，需进入全文复核。,无,无,无
514,Degradation-tunable coating with sustained silver release for spinal implants to prevent postoperative infections.,Irreducible atlantoaxial dislocation is a challenging condition for spine surgeons and carries a par,2026-09-10 20:37:44,deepseek-flash,d2eb4006-0bbe-4dab-b161-68b1b46a08e8,0.97,exclude,该文献研究脊柱植入物（寰枢椎固定）的抗菌涂层，属于脊柱外科/骨科领域，与口腔医学无关。,无,无,无
511,The effect of framework fabrication technique on the fit accuracy of full arch screw retained implant supported prostheses.,PURPOSE: The purpose of this study was to compare the accuracy of fit of Co-Cr full arch screw-retai,2026-09-10 20:37:44,deepseek-flash,4af31a3a-a9bf-4423-8427-ffb1d59ab53b,1.19,unsure,该文献属于口腔种植修复领域，涉及框架制作技术（铸造、铣削、增材制造）的精度比较，但摘要未提及是否使用了非牙科专用3D软件（如用于AM数据处理或偏差分析的软件），信息不足无法明确判断。,无,无,无
515,Accuracy of Impression Techniques with Maxillary Angled Implants Using Trays and Multifunctional Guides.,PURPOSE: The purpose of this study was to evaluate in vitro the accuracy of different splinting tech,2026-09-10 20:37:44,deepseek-flash,71009a91-895e-46a2-a384-4829823ac999,1.15,unsure,该研究属于口腔种植学范畴，涉及印模精度评估，但摘要仅提及使用接触式扫描仪进行3D扫描，未明确说明是否使用了非牙科专用3D软件进行数据处理或分析，信息不足无法判断。,无,无,无
517,Pulse-gated noncontrast thoracic magnetic resonance angiography for acute aortic dissection with transient ischemic attack: A case report.,Aortic dissection is a rare cause of an acute ischemic stroke or transient ischemic attack (TIA). Ao,2026-09-10 20:37:44,deepseek-flash,e2d780a0-2a51-40c4-948b-cde4b4172584,0.77,exclude,该文献为急性主动脉夹层导致短暂性脑缺血发作的病例报告，属于心血管/神经科领域，与口腔医学无关。,无,无,无
512,Stain color translation of multi-domain OSCC histopathology images using attention gated cGAN.,Oral Squamous Cell Carcinoma (OSCC) is the most prevalent type of oral cancer across the globe. Hist,2026-09-10 20:37:44,deepseek-flash,75f5c950-49fa-4864-898b-39067169e6b1,1.42,exclude,该文献研究的是口腔鳞状细胞癌组织病理学图像的染色颜色转换（stain normalization），属于图像处理/机器学习方法研究，未涉及任何3D软件或3D数据处理、建模。,无,无,无
516,The Esthetic Biological Contour (EBC) Concept 2.0: How to Manage Each Zone of the Implant Restoration Emergence Profile.,OBJECTIVE: Dental implants are at a biological disadvantage compared to natural teeth due to differe,2026-09-10 20:37:44,deepseek-flash,af401c00-0ef7-434b-aaa7-5678d010a591,1.13,unsure,"该文献属于口腔种植修复领域，但摘要未提及是否使用了任何3D软件（无论牙科专用或非牙科专用），无法判断是否符合""使用非牙科专用3D软件""这一核心纳入标准，故判为unsure。",无,无,无
513,"""Smart"" Nerves Sprout and Assemble in an Extracellular Matrix-Based 3D Nerve-in-a-Chip Microfluidic Model.",Controlling directional neurite outgrowth and Schwann cell (SC) migration remains critical for nerve,2026-09-10 20:37:44,deepseek-flash,31ce3f0b-a570-4aa1-a1c2-b543c75fdc38,1.52,exclude,该文献研究周围神经再生机制，属于神经科学/生物材料领域，与口腔医学无关，不符合PCC框架中的Population/Context标准。,无,无,无
510,Digital Accuracy of Closed-Tray Implant Impressions: Influence of Polyvinyl Siloxane Viscosity and Subgingival Posterior Implant Angulation.,Objectives: To assess the impact of PVS impression material viscosity and implant angulation on the ,2026-09-10 20:37:44,deepseek-flash,e1e510bd-e864-477a-ab07-940e0bd781f1,2.03,include,该研究属于口腔种植学范畴，摘要明确提及使用逆向工程软件Geomagic Control X进行STL文件处理和三维偏差分析，符合非牙科专用3D软件的使用标准，且为原创研究。,Geomagic Control X（逆向工程软件），用于处理和分析扫描得到的STL文件，通过叠加和最佳拟合算法计算三维偏差（RMS）,口腔种植学（种植印模精度研究）,评估闭口式种植印模技术中PVS印模材料粘度和种植体角度对种植模型三维精度的影响
518,Synthesizing Audio from Tongue Motion During Speech Using Tagged MRI Via Transformer.,Investigating the relationship between internal tissue point motion of the tongue and oropharyngeal ,2026-09-10 20:37:45,deepseek-flash,ea5ec58d-9d06-4779-8de9-29da8b1e106d,0.97,exclude,该文献研究舌部运动与语音合成，属于语音运动控制与言语障碍治疗领域，与口腔医学临床实践或研究无关，且未涉及任何3D软件在口腔医学中的应用。,无,无,无
519,Performance of Rigid and Soft Transfer Templates Using Viscous and Fluid Resin-Based Composites in the Attachment Bonding Process of Clear Aligners.,OBJECTIVES: The study aims at assessing the accuracy of the process of attachment bonding in aligner,2026-09-10 20:37:45,deepseek-flash,d6a28f13-f9d7-4690-bfa9-ec8fdeb5a64a,0.87,unsure,该研究属于口腔正畸领域，涉及3D激光扫描和数字模型比较，但摘要未明确说明使用了何种3D软件进行数据处理与分析，无法判断是否使用了非牙科专用3D软件。,无,无,无
520,Use of continuous glucose monitoring to stratify individuals without diabetes.,BACKGROUND: Early detection of metabolic dysfunction before diabetes onset remains a critical challe,2026-09-10 20:37:45,deepseek-flash,7c363232-897b-4f49-9fc8-b8b05417c0f2,0.85,exclude,该文献研究连续血糖监测与代谢功能障碍，属于内分泌/预防医学领域，与口腔医学无关。,无,无,无
524,Reliability of Comprehensive Facial Soft Tissue Landmark Detection and Analysis Using Frontal View Photographs.,"BACKGROUND: Facial soft tissue analysis plays a vital role in orthodontics, orthognathic surgeries, ",2026-09-10 20:37:45,deepseek-flash,2bd2b38b-7de3-4a75-a0ba-9420d30e9623,0.78,unsure,该文献属于口腔医学（正畸、颌面外科）范畴，但摘要仅提及使用Python自动化框架处理面部照片，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
522,"Intraoral, Extraoral, and Navigation Photogrammetry Trueness for Complete-Arch Digital Implant Impression: A Comparative Study.","PURPOSE: To compare, in vitro, the trueness of three photogrammetry-based systems-intraoral (IPG), e",2026-09-10 20:37:45,deepseek-flash,ea5cd85d-b7ea-4344-9bd6-1e9b6cb49a9b,1.0,unsure,该研究属于口腔种植领域的体外比较研究，符合人群与文献类型要求，但摘要未提及任何具体3D软件名称，无法判断是否使用了非牙科专用3D软件（如用于STL叠加分析的通用软件），故需全文复核。,无,无,无
525,Role of three-dimensional computed tomography with humeral subtraction in assessing anteromedial facet coronoid fractures.,BACKGROUND: The anteromedial facet (AMF) of the coronoid is a key structure in resisting varus poste,2026-09-10 20:37:45,deepseek-flash,6177d813-7484-40b1-822b-590f8bf21c8d,0.92,exclude,该文献研究的是肘部冠突骨折（骨科/上肢外科领域），与口腔医学无关，明确不符合PCC框架中的Population/Context标准。,无,无,无
521,Accuracy of digital and conventional implant-level impression techniques for maxillary full-arch screw-retained prosthesis: A crossover randomized trial.,OBJECTIVES: This study aimed to compare the accuracy of implant-level conventional and digital impre,2026-09-10 20:37:45,deepseek-flash,21e09614-d08b-4fcc-868f-8e7873cea4c5,1.28,include,该研究属于口腔种植修复领域，摘要明确提及使用Geomagic软件进行三维偏差分析，Geomagic为非牙科专用逆向工程软件，符合纳入标准。,Geomagic软件——用于对两种印模技术的STL文件进行叠加，评估三维偏差,口腔种植修复（上颌全牙弓种植固定修复）,比较传统印模与数字化印模技术精度的三维偏差分析
527,Accuracy of digital versus conventional implant impressions in partially dentate patients: A systematic review and meta-analysis.,OBJECTIVES: To compare the accuracy of digital and conventional impression techniques in partially d,2026-09-10 20:37:46,deepseek-flash,5682ee3f-80ac-4a5f-83da-682d5960439c,0.94,exclude,标题和摘要明确表明这是一篇系统综述与meta分析（systematic review and meta-analysis），属于非原创研究类型，不符合纳入标准。,无,无,无
523,Speech Motion Anomaly Detection via Cross-Modal Translation of 4D Motion Fields from Tagged MRI.,Understanding the relationship between tongue motion patterns during speech and their resulting spee,2026-09-10 20:37:46,deepseek-flash,64de0c4d-9d7b-4e90-83fc-76359af9a198,1.59,exclude,该研究聚焦于语音运动异常的检测，使用tagged MRI和深度学习模型，属于语音科学/医学影像分析领域，与口腔医学临床实践无明确关联，且未涉及非牙科专用3D软件在口腔医学中的应用。,无,无,无
531,Spatiotemporally programming the immune-osteogenic cascade with a dual-immunomodulatory scaffold for functional bone regeneration.,Functional repair of critical-sized bone defects is hindered by uncontrolled inflammatory microenvir,2026-09-10 20:37:46,deepseek-flash,a1b59e7b-add9-4f58-a049-3ac91fc54ca7,0.74,exclude,该文献研究骨缺损修复的生物材料支架，属于骨科/组织工程领域，与口腔医学无关，且未涉及任何3D软件的数据处理或分析。,无,无,无
528,Introduce a rotational robust optimization framework for spot-scanning proton arc (SPArc) therapy.,Objective. Proton dosimetric uncertainties resulting from the patient's daily setup errors in rotati,2026-09-10 20:37:46,deepseek-flash,4b14d2f4-1c96-4e84-87fe-1e65ae32a3ed,1.22,exclude,该文献为质子放疗（SPArc）领域的物理/技术研究，研究对象为放疗计划优化，与口腔医学临床实践或研究无关，且未涉及任何口腔医学学科。,无,无,无
